1,255500,40.9921875,255459.0078125,0.0409921875,6.52593779320134,0.451818681466064,,255459.0078125
2,255952,492.9921875,,0.4929921875,41.0242219965349,,,
3,256091,631.9921875,,0.6319921875,36.2937554921167,,,
4,255360,-99.0078125,,-0.0990078125,-3.94586026653339,,,
5,254763,-696.0078125,,-0.6960078125,-24.5042118555105,,,
6,255132,-327.0078125,,-0.3270078125,-8.836695445758,,,
7,255935,475.9921875,,0.4759921875,11.2793535446369,,,
8,256089,629.9921875,,0.6299921875,13.5588701897339,,,
9,255364,-95.0078125,,-0.0950078125,-1.68264489800602,,,
10,254758,-701.0078125,,-0.7010078125,-12.3633102682505,,,
11,255119,-340.0078125,,-0.3400078125,-5.01953284099634,,,
12,255926,466.9921875,,0.4669921875,6.44426606006831,,,
13,256092,632.9921875,,0.6329921875,8.39128789283137,,,
14,255372,-87.0078125,,-0.0870078125,-0.9903753770405,,,
15,254749,-710.0078125,,-0.7100078125,-8.37695388493545,,,
16,255095,-364.0078125,,-0.3640078125,-3.70599558051638,,,
17,255909,449.9921875,,0.4499921875,4.3698010963507,,,
18,256096,636.9921875,,0.6369921875,6.10615715899016,,,
19,255382,-77.0078125,,-0.0770078125,-0.645701055645046,,,
20,254750,-709.0078125,,-0.7090078125,-6.27142298103135,,,
21,255089,-370.0078125,,-0.3700078125,-2.87249988109192,,,
22,255902,442.9921875,,0.4429921875,3.3200695568355,,,
23,256096,636.9921875,,0.6369921875,4.77873168964447,,,
24,255392,-67.0078125,,-0.0670078125,-0.444692563799968,,,
25,254751,-708.0078125,,-0.7080078125,-5.00811730917162,,,
26,255073,-386.0078125,,-0.3860078125,-2.42588896941947,,,
27,255895,435.9921875,,0.4359921875,2.65930505415215,,,
28,256111,651.9921875,,0.6519921875,4.03690210472738,,,
29,255410,-49.0078125,,-0.0490078125,-0.269067628220825,,,
30,254760,-699.0078125,,-0.6990078125,-4.10624581143922,,,
31,255075,-384.0078125,,-0.3840078125,-2.02349084714112,,,
32,255899,439.9921875,,0.4399921875,2.26591863457158,,,
33,256120,660.9921875,,0.6609921875,3.48279348603215,,,
34,255422,-37.0078125,,-0.0370078125,-0.173274164279911,,,
35,254765,-694.0078125,,-0.6940078125,-3.48795280393264,,,
36,255072,-387.0078125,,-0.3870078125,-1.75682441411183,,,
37,255890,430.9921875,,0.4309921875,1.91670745821561,,,
38,256119,659.9921875,,0.6599921875,3.01895299479721,,,
39,255427,-32.0078125,,-0.0320078125,-0.130642867004232,,,
40,254760,-699.0078125,,-0.6990078125,-3.07968435857941,,,
41,255057,-402.0078125,,-0.4020078125,-1.60594557442486,,,
42,255875,415.9921875,,0.4159921875,1.62578140261425,,,
43,256116,656.9921875,,0.6569921875,2.65315770894382,,,
44,255439,-20.0078125,,-0.0200078125,-0.0723762443972574,,,
45,254765,-694.0078125,,-0.6940078125,-2.7128521808365,,,
46,255041,-418.0078125,,-0.4180078125,-1.49208189085151,,,
47,255867,407.9921875,,0.4079921875,1.42309511914543,,,
48,256133,673.9921875,,0.6739921875,2.45231114563465,,,
49,255468,8.9921875,,0.0089921875,0.0292075587254622,,,
