95D8000,,
6183,-111476736,F95B0000
6185,-111624192,F958C000
6187,-111591424,F9594000
6189,-111788032,F9564000
6191,-111706112,F9578000
6193,-111738880,F9570000
6195,-111820800,F955C000
6197,-111722496,F9574000
6199,-111837184,F9558000
6201,-111788032,F9564000
6203,-111640576,F9588000
6205,-111722496,F9574000
6207,-111624192,F958C000
6209,-111624192,F958C000
6211,-111607808,F9590000
6213,-111394816,F95C4000
6215,-111525888,F95A4000
6217,-111509504,F95A8000
6219,-111411200,F95C0000
6221,-111476736,F95B0000
6223,-111263744,F95E4000
6225,-111296512,F95DC000
6227,-111280128,F95E0000
6229,-111034368,F961C000
6231,-111181824,F95F8000
6233,-111017984,F9620000
6235,-110886912,F9640000
6237,-111050752,F9618000
6239,-110854144,F9648000
6241,-110952448,F9630000
6243,-110936064,F9634000
6245,-110657536,F9678000
6247,-110739456,F9664000
6249,-110657536,F9678000
6251,-110641152,F967C000
6253,-110755840,F9660000
6255,-110526464,F9698000
6257,-110542848,F9694000
6259,-110592000,F9688000
6261,-110411776,F96B4000
6263,-110592000,F9688000
6265,-110526464,F9698000
6267,-110247936,F96DC000
6269,-110002176,F9718000
6271,-110018560,F9714000
6273,-109887488,F9734000
6275,-109641728,F9770000
6277,-109707264,F9760000
6279,-109494272,F9794000
6281,-109379584,F97B0000
6283,-109395968,F97AC000
6285,-109199360,F97DC000
6287,-109166592,F97E4000
6289,-108871680,F982C000
6291,-108609536,F986C000
6293,-108691456,F9858000
6295,-108445696,F9894000
6297,-108298240,F98B8000
6299,-108216320,F98CC000
6301,-107905024,F9918000
6303,-107921408,F9914000
6305,-107823104,F992C000
6307,-107560960,F996C000
6309,-107593728,F9964000
6311,-107397120,F9994000
6313,-107249664,F99B8000
6315,-107200512,F99C4000
6317,-106971136,F99FC000
6319,-106905600,F9A0C000
6321,-106823680,F9A20000
6323,-106741760,F9A34000
6325,-106774528,F9A2C000
6327,-106643456,F9A4C000
6329,-106643456,F9A4C000
6331,-106676224,F9A44000
6333,-106561536,F9A60000
6335,-106725376,F9A38000
6337,-106594304,F9A58000
6339,-106512384,F9A6C000
6341,-106643456,F9A4C000
6343,-106512384,F9A6C000
6345,-106610688,F9A54000
6347,-106610688,F9A54000
6349,-106610688,F9A54000
6351,-106807296,F9A24000
6353,-106708992,F9A3C000
6355,-106741760,F9A34000
6357,-106889216,F9A10000
6359,-106807296,F9A24000
6361,-107003904,F99F4000
6363,-107118592,F99D8000
6365,-107020288,F99F0000
6367,-107151360,F99D0000
6369,-107085824,F99E0000
6371,-107102208,F99DC000
6373,-107233280,F99BC000
6375,-107167744,F99CC000
6377,-107347968,F99A0000
6379,-107741184,F9940000
6381,-107905024,F9918000
6383,-107823104,F992C000
6385,-107855872,F9924000
6387,-108003328,F9900000
6389,-107921408,F9914000
6391,-108068864,F98F0000
6393,-108167168,F98D8000
6395,-108199936,F98D0000
6397,-108396544,F98A0000
6399,-108347392,F98AC000
6401,-108494848,F9888000
6403,-108658688,F9860000
6405,-108560384,F9878000
6407,-108773376,F9844000
6409,-108806144,F983C000
6411,-108838912,F9834000
6413,-109117440,F97F0000
6415,-109101056,F97F4000
6417,-109346816,F97B8000
6419,-109559808,F9784000
6421,-109559808,F9784000
6423,-109789184,F974C000
6425,-109756416,F9754000
6427,-109887488,F9734000
6429,-110198784,F96E8000
6431,-110133248,F96F8000
6433,-110346240,F96C4000
6435,-110542848,F9694000
6437,-110592000,F9688000
6439,-110886912,F9640000
6441,-110952448,F9630000
6443,-111083520,F9610000
6445,-111329280,F95D4000
6447,-111263744,F95E4000
6449,-111427584,F95BC000
6451,-111509504,F95A8000
6453,-111493120,F95AC000
6455,-111820800,F955C000
6457,-111771648,F9568000
6459,-111820800,F955C000
6461,-112033792,F9528000
6463,-111935488,F9540000
6465,-112033792,F9528000
6467,-111968256,F9538000
6469,-111919104,F9544000
6471,-112082944,F951C000
6473,-111902720,F9548000
6475,-111902720,F9548000
6477,-112017408,F952C000
6479,-111886336,F954C000
6481,-111919104,F9544000
6483,-111853568,F9554000
6485,-111755264,F956C000
6487,-111853568,F9554000
6489,-111116288,F9608000
6491,-111149056,F9600000
6493,-110968832,F962C000
6495,-111001600,F9624000
6497,-110870528,F9644000
6499,-110788608,F9658000
6501,-110821376,F9650000
6503,-110641152,F967C000
6505,-110690304,F9670000
6507,-110739456,F9664000
6509,-110559232,F9690000
6511,-110624768,F9680000
6513,-110460928,F96A8000
6515,-110329856,F96C8000
6517,-110526464,F9698000
6519,-110428160,F96B0000
6521,-110460928,F96A8000
6523,-110477312,F96A4000
6525,-110362624,F96C0000
6527,-110477312,F96A4000
6529,-110313472,F96CC000
6531,-110247936,F96DC000
6533,-110297088,F96D0000
6535,-110166016,F96F0000
6537,-110166016,F96F0000
6539,-110067712,F9708000
6541,-109887488,F9734000
6543,-109969408,F9720000
6545,-109789184,F974C000
6547,-109625344,F9774000
6549,-109608960,F9778000
6551,-109363200,F97B4000
6553,-109379584,F97B0000
6555,-109297664,F97C4000
6557,-109101056,F97F4000
6559,-109166592,F97E4000
6561,-108937216,F981C000
6563,-108740608,F984C000
6565,-108576768,F9874000
6567,-108199936,F98D0000
6569,-108167168,F98D8000
6571,-108118016,F98E4000
6573,-107986944,F9904000
6575,-107954176,F990C000
6577,-107675648,F9950000
6579,-107577344,F9968000
6581,-107528192,F9974000
6583,-107298816,F99AC000
6585,-107331584,F99A4000
6587,-107151360,F99D0000
6589,-106938368,F9A04000
6591,-106987520,F99F8000
6593,-106692608,F9A40000
6595,-106643456,F9A4C000
6597,-106676224,F9A44000
6599,-106790912,F9A28000
6601,-106741760,F9A34000
6603,-106692608,F9A40000
6605,-106889216,F9A10000
6607,-106774528,F9A2C000
6609,-106905600,F9A0C000
6611,-106905600,F9A0C000
6613,-106790912,F9A28000
6615,-107020288,F99F0000
6617,-107020288,F99F0000
6619,-107069440,F99E4000
6621,-107216896,F99C0000
6623,-107085824,F99E0000
6625,-107200512,F99C4000
6627,-107331584,F99A4000
6629,-107282432,F99B0000
6631,-107315200,F99A8000
6633,-107282432,F99B0000
6635,-107413504,F9990000
6637,-107610112,F9960000
6639,-107544576,F9970000
6641,-107626496,F995C000
6643,-107692032,F994C000
6645,-107659264,F9954000
6647,-107905024,F9918000
6649,-107839488,F9928000
6651,-107937792,F9910000
6653,-108150784,F98DC000
6655,-107970560,F9908000
6657,-108068864,F98F0000
6659,-108019712,F98FC000
6661,-108036096,F98F8000
6663,-108265472,F98C0000
6665,-108150784,F98DC000
6667,-108281856,F98BC000
6669,-108494848,F9888000
6671,-108494848,F9888000
6673,-108740608,F984C000
6675,-108773376,F9844000
6677,-108756992,F9848000
6679,-108953600,F9818000
6681,-108871680,F982C000
6683,-109101056,F97F4000
6685,-109395968,F97AC000
6687,-109461504,F979C000
6689,-109772800,F9750000
6691,-109821952,F9744000
6693,-109903872,F9730000
6695,-110149632,F96F4000
6697,-110166016,F96F0000
6699,-110395392,F96B8000
6701,-110575616,F968C000
6703,-110657536,F9678000
6705,-111001600,F9624000
6707,-110936064,F9634000
6709,-111525888,F95A4000
6711,-111411200,F95C0000
6713,-111591424,F9594000
6715,-111689728,F957C000
6717,-111722496,F9574000
6719,-112017408,F952C000
6721,-111935488,F9540000
6723,-111935488,F9540000
6725,-112132096,F9510000
