,,,,1,-117456896
3607,-122863616,F8AD4000,,4839,-104710144
3609,-123944960,F89CC000,,4840,-103088128
3611,-124633088,F8924000,,4841,-101679104
3613,-125272064,F8888000,,4842,-100450304
3615,-126140416,F87B4000,,4843,-99270656
3617,-126779392,F8718000,,4844,-98385920
3619,-127188992,F86B4000,,4845,-97419264
3621,-127598592,F8650000,,4846,-96419840
3623,-127860736,F8610000,,4847,-95682560
3625,-128122880,F85D0000,,4848,-94961664
3627,-128221184,F85B8000,,4849,-94306304
3629,-128024576,F85E8000,,4850,-93601792
3631,-127795200,F8620000,,4851,-92897280
3633,-127385600,F8684000,,4852,-92389376
3635,-126664704,F8734000,,4853,-91963392
3637,-125763584,F8810000,,4854,-91602944
3639,-124715008,F8910000,,4855,-91471872
3641,-123584512,F8A24000,,4856,-91422720
3643,-122372096,F8B4C000,,4857,-91455488
3645,-120913920,F8CB0000,,4858,-91783168
3647,-119554048,F8DFC000,,4859,-92340224
3649,-118276096,F8F34000,,4860,-93093888
3651,-116998144,F906C000,,4861,-93945856
3653,-115884032,F917C000,,4862,-94961664
3655,-114819072,F9280000,,4863,-96223232
3657,-113655808,F939C000,,4864,-97566720
3659,-112508928,F94B4000,,4865,-98910208
3661,-111149056,F9600000,,4866,-100188160
3663,-109756416,F9754000,,4867,-101498880
3665,-100745216,F9FEC000,,4868,-102842368
3667,-99581952,FA108000,,4869,-104235008
3669,-98533376,FA208000,,4870,-105857024
3671,-97566720,FA2F4000,,4871,-107364352
3673,-96600064,FA3E0000,,4872,-108806144
3675,-95813632,FA4A0000,,4873,-110411776
3677,-95076352,FA554000,,4874,-111984640
3679,-94306304,FA610000,,4875,-113655808
3681,-93618176,FA6B8000,,4876,-115474432
3683,-92979200,FA754000,,4877,-123551744
3685,-92389376,FA7E4000,,4878,-124272640
3687,-91881472,FA860000,,4879,-124960768
3689,-91455488,FA8C8000,,4880,-125730816
3691,-91226112,FA900000,,4881,-126238720
3693,-91226112,FA900000,,4882,-126631936
3695,-91340800,FA8E4000,,4883,-127025152
3697,-91619328,FA8A0000,,4884,-127287296
3699,-92160000,FA81C000,,4885,-127533056
3701,-92815360,FA77C000,,4886,-127631360
3703,-93634560,FA6B4000,,4887,-127418368
3705,-94732288,FA5A8000,,4888,-127172608
3707,-95993856,FA474000,,4889,-126615552
3709,-97337344,FA32C000,,4890,-125927424
3711,-98631680,FA1F0000,,4891,-125108224
3713,-99926016,FA0B4000,,4892,-124010496
3715,-101236736,F9F74000,,4893,-122929152
3717,-102531072,F9E38000,,4894,-121618432
3719,-103923712,F9CE4000,,4895,-120160256
3721,-105545728,F9B58000,,4896,-118882304
3723,-107233280,F99BC000,,4897,-117620736
3725,-108806144,F983C000,,4898,-116342784
3727,-110395392,F96B8000,,4899,-115195904
3729,-112017408,F952C000,,4900,-114032640
3731,-113704960,F9390000,,4901,-112967680
3733,-115490816,F91DC000,,4902,-111804416
3735,-117129216,F904C000,,4903,-110428160
3737,-118669312,F8ED4000,,4904,-109150208
3739,-120242176,F8D54000,,4905,-107741184
3741,-121552896,F8C14000,,4906,-106299392
3743,-122617856,F8B10000,,4907,-104857600
3745,-123699200,F8A08000,,4908,-103301120
3747,-124534784,F893C000,,4909,-101875712
3749,-125157376,F88A4000,,4910,-100581376
3751,-125992960,F87D8000,,4911,-99385344
3753,-126599168,F8744000,,4912,-98467840
3755,-127025152,F86DC000,,4913,-97501184
3757,-127434752,F8678000,,4914,-96600064
3759,-127778816,F8624000,,4915,-95830016
3761,-128040960,F85E4000,,4916,-95059968
3763,-128106496,F85D4000,,4917,-94404608
3765,-128024576,F85E8000,,4918,-93683712
3767,-127729664,F8630000,,4919,-92995584
3769,-127188992,F86B4000,,4920,-92487680
3771,-126484480,F8760000,,4921,-91996160
3773,-125681664,F8824000,,4922,-91635712
3775,-124616704,F8928000,,4923,-91537408
3777,-117080064,F9058000,,4924,-91455488
3779,-115916800,F9174000,,4925,-91553792
3781,-114819072,F9280000,,4926,-91914240
3783,-113688576,F9394000,,4927,-92389376
3785,-112427008,F94C8000,,4928,-93159424
3787,-111149056,F9600000,,4929,-94027776
3789,-109789184,F974C000,,4930,-95043584
3791,-108331008,F98B0000,,4931,-96337920
3793,-106889216,F9A10000,,4932,-97632256
3795,-105332736,F9B8C000,,4933,-106053632
3797,-103792640,F9D04000,,4934,-107560960
3799,-102318080,F9E6C000,,4935,-109002752
3801,-100925440,F9FC0000,,4936,-110608384
3803,-99794944,FA0D4000,,4937,-112214016
3805,-98729984,FA1D8000,,4938,-113868800
3807,-97714176,FA2D0000,,4939,-115638272
3809,-96796672,FA3B0000,,4940,-117342208
3811,-95944704,FA480000,,4941,-118784000
3813,-95191040,FA538000,,4942,-120209408
3815,-94470144,FA5E8000,,4943,-121487360
3817,-93782016,FA690000,,4944,-122535936
3819,-93077504,FA73C000,,4945,-123568128
3821,-92487680,FA7CC000,,4946,-124305408
3823,-92045312,FA838000,,4947,-124911616
3825,-91684864,FA890000,,4948,-125698048
3827,-91439104,FA8CC000,,4949,-126255104
3829,-91406336,FA8D4000,,4950,-126631936
3831,-91455488,FA8C8000,,4951,-127041536
3833,-91684864,FA890000,,4952,-127385600
3835,-92225536,FA80C000,,4953,-127680512
3837,-92913664,FA764000,,4954,-127746048
3839,-93732864,FA69C000,,4955,-127565824
3841,-94797824,FA598000,,4956,-127270912
3843,-96108544,FA458000,,4957,-126746624
3845,-97468416,FA30C000,,4958,-126058496
3847,-98762752,FA1D0000,,4959,-125190144
3849,-100106240,FA088000,,4960,-124059648
3851,-101433344,F9F44000,,4961,-122945536
3853,-102776832,F9DFC000,,4962,-121700352
3855,-104284160,F9C8C000,,4963,-120291328
3857,-105906176,F9B00000,,4964,-118996992
3859,-107380736,F9998000,,4965,-117686272
3861,-108838912,F9834000,,4966,-116490240
3863,-110477312,F96A4000,,4967,-115376128
3865,-112148480,F950C000,,4968,-114147328
3867,-113786880,F937C000,,4969,-113016832
3869,-115572736,F91C8000,,4970,-111804416
3871,-117293056,F9024000,,4971,-110460928
3873,-118865920,F8EA4000,,4972,-109248512
3875,-120373248,F8D34000,,4973,-107888640
3877,-121651200,F8BFC000,,4974,-106414080
3879,-122765312,F8AEC000,,4975,-104923136
3881,-123879424,F89DC000,,4976,-103383040
3883,-124731392,F890C000,,4977,-101974016
3885,-125370368,F8870000,,4978,-100663296
3887,-126140416,F87B4000,,4979,-99500032
3889,-126763008,F871C000,,4980,-98566144
3891,-128024576,F85E8000,,4981,-97566720
3893,-127696896,F8638000,,4982,-96649216
3895,-127238144,F86A8000,,4983,-95813632
3897,-126566400,F874C000,,4984,-95027200
3899,-125616128,F8834000,,4985,-94404608
3901,-124682240,F8918000,,4986,-93667328
3903,-123551744,F8A2C000,,4987,-92995584
3905,-122208256,F8B74000,,4988,-92504064
3907,-120848384,F8CC0000,,4989,-91766784
3909,-119422976,F8E1C000,,4990,-92405760
3911,-118095872,F8F60000,,4991,-93110272
3913,-116932608,F907C000,,4992,-93962240
3915,-115818496,F918C000,,4993,-94961664
3917,-114737152,F9294000,,4994,-96206848
3919,-113557504,F93B4000,,4995,-97566720
3921,-112361472,F94D8000,,4996,-98811904
3923,-111083520,F9610000,,4997,-100106240
3925,-109690880,F9764000,,4998,-101400576
3927,-108331008,F98B0000,,4999,-102694912
3929,-106856448,F9A18000,,5000,-104251392
3931,-105299968,F9B94000,,5001,-105873408
3933,-103776256,F9D08000,,5002,-107347968
3935,-102318080,F9E6C000,,5003,-108806144
3937,-100925440,F9FC0000,,5004,-110297088
3939,-99745792,FA0E0000,,5005,-111919104
3941,-98779136,FA1CC000,,5006,-113606656
3943,-97730560,FA2CC000,,5007,-115392512
3945,-96763904,FA3B8000,,5008,-117063680
3947,-95944704,FA480000,,5009,-118472704
3949,-95158272,FA540000,,5010,-119881728
3951,-94371840,FA600000,,5011,-121143296
3953,-93650944,FA6B0000,,5012,-122241024
3955,-93061120,FA740000,,5013,-123338752
3957,-92487680,FA7CC000,,5014,-124108800
3959,-91979776,FA848000,,5015,-124682240
3961,-91602944,FA8A4000,,5016,-125419520
3963,-91340800,FA8E4000,,5017,-125960192
3965,-91340800,FA8E4000,,5018,-126353408
3967,-91422720,FA8D0000,,5019,-126779392
3969,-91635712,FA89C000,,5020,-127057920
3971,-92176384,FA818000,,5021,-127352832
3973,-92848128,FA774000,,5022,-127401984
3975,-93716480,FA6A0000,,5023,-127205376
3977,-94765056,FA5A0000,,5024,-126976000
3979,-95993856,FA474000,,5025,-126451712
3981,-97370112,FA324000,,5026,-125747200
3983,-98713600,FA1DC000,,5027,-124878848
3985,-99991552,FA0A4000,,5028,-123797504
3987,-101253120,F9F70000,,5029,-122699776
3989,-102612992,F9E24000,,5030,-121389056
3991,-104038400,F9CC8000,,5031,-119947264
3993,-105594880,F9B4C000,,5032,-118718464
3995,-107216896,F99C0000,,5033,-117391360
3997,-108855296,F9830000,,5034,-116162560
3999,-110477312,F96A4000,,5035,-115163136
4001,-112033792,F9528000,,5036,-113999872
4003,-121487360,F8C24000,,5037,-112885760
4005,-122568704,F8B1C000,,5038,-111624192
4007,-123600896,F8A20000,,5039,-110362624
4009,-124436480,F8954000,,5040,-109101056
4011,-125239296,F8890000,,5041,-107626496
4013,-125894656,F87F0000,,5042,-106266624
4015,-126468096,F8764000,,5043,-104759296
4017,-127025152,F86DC000,,5044,-97550336
4019,-127451136,F8674000,,5045,-96632832
4021,-127762432,F8628000,,5046,-95879168
4023,-127942656,F85FC000,,5047,-95125504
4025,-128057344,F85E0000,,5048,-94404608
4027,-127959040,F85F8000,,5049,-93749248
4029,-127696896,F8638000,,5050,-93011968
4031,-127287296,F869C000,,5051,-92438528
4033,-126533632,F8754000,,5052,-91996160
4035,-125616128,F8834000,,5053,-91635712
4037,-124649472,F8920000,,5054,-91488256
4039,-123535360,F8A30000,,5055,-91471872
4041,-122241024,F8B6C000,,5056,-91619328
4043,-120864768,F8CBC000,,5057,-91947008
4045,-119455744,F8E14000,,5058,-92438528
4047,-118243328,F8F3C000,,5059,-93110272
4049,-117030912,F9064000,,5060,-93978624
4051,-115802112,F9190000,,5061,-95027200
4053,-114704384,F929C000,,5062,-96256000
4055,-113557504,F93B4000,,5063,-97599488
4057,-112361472,F94D8000,,5064,-98877440
4059,-111083520,F9610000,,5065,-100155392
4061,-109756416,F9754000,,5066,-101384192
4063,-108412928,F989C000,,5067,-102760448
4065,-106921984,F9A08000,,5068,-104300544
4067,-105349120,F9B88000,,5069,-105889792
4069,-103759872,F9D0C000,,5070,-107511808
4071,-102301696,F9E70000,,5071,-108969984
4073,-100925440,F9FC0000,,5072,-110460928
4075,-99745792,FA0E0000,,5073,-112050176
4077,-98746368,FA1D4000,,5074,-113688576
4079,-97681408,FA2D8000,,5075,-115507200
4081,-96649216,FA3D4000,,5076,-117178368
4083,-95846400,FA498000,,5077,-118554624
4085,-95158272,FA540000,,5078,-120045568
4087,-94404608,FA5F8000,,5079,-121339904
4089,-93667328,FA6AC000,,5080,-122404864
4091,-92995584,FA750000,,5081,-123535360
4093,-92372992,FA7E8000,,5082,-124272640
4095,-91881472,FA860000,,5083,-124895232
4097,-91488256,FA8C0000,,5084,-125632512
4099,-91242496,FA8FC000,,5085,-126156800
4101,-91209728,FA904000,,5086,-126599168
4103,-91291648,FA8F0000,,5087,-126992384
4105,-91553792,FA8B0000,,5088,-127287296
4107,-92110848,FA828000,,5089,-127516672
4109,-92766208,FA788000,,5090,-127533056
4111,-93601792,FA6BC000,,5091,-127483904
4113,-94617600,FA5C4000,,5092,-127221760
4115,-102580224,F9E2C000,,5093,-126631936
4117,-103989248,F9CD4000,,5094,-126025728
4119,-105529344,F9B5C000,,5095,-125140992
4121,-107200512,F99C4000,,5096,-124010496
4123,-108756992,F9848000,,5097,-122929152
4125,-110346240,F96C4000,,5098,-121634816
4127,-112017408,F952C000,,5099,-120258560
4129,-113623040,F93A4000,,5100,-113311744
4131,-115408896,F91F0000,,5101,-112132096
4133,-117161984,F9044000,,5102,-110772224
4135,-118751232,F8EC0000,,5103,-109379584
4137,-120193024,F8D60000,,5104,-108019712
4139,-121405440,F8C38000,,5105,-106610688
4141,-122667008,F8B04000,,5106,-105136128
4143,-123764736,F89F8000,,5107,-103530496
4145,-124551168,F8938000,,5108,-102072320
4147,-125272064,F8888000,,5109,-100810752
4149,-126009344,F87D4000,,5110,-99614720
4151,-126615552,F8740000,,5111,-98697216
4153,-127090688,F86CC000,,5112,-97812480
4155,-127533056,F8660000,,5113,-96780288
4157,-127860736,F8610000,,5114,-96043008
4159,-128122880,F85D0000,,5115,-95387648
4161,-128172032,F85C4000,,5116,-94666752
4163,-128008192,F85EC000,,5117,-93945856
4165,-127827968,F8618000,,5118,-93192192
4167,-127451136,F8674000,,5119,-92651520
4169,-126697472,F872C000,,5120,-92258304
4171,-125796352,F8808000,,5121,-91832320
4173,-124813312,F88F8000,,5122,-91684864
4175,-123699200,F8A08000,,5123,-91668480
4177,-122454016,F8B38000,,5124,-91734016
4179,-121077760,F8C88000,,5125,-92143616
4181,-119734272,F8DD0000,,5126,-92618752
4183,-118423552,F8F10000,,5127,-93290496
4185,-117096448,F9054000,,5128,-94191616
4187,-115998720,F9160000,,5129,-95191040
4189,-114933760,F9264000,,5130,-96485376
4191,-113770496,F9380000,,5131,-97779712
4193,-112558080,F94A8000,,5132,-99074048
4195,-111214592,F95F0000,,5133,-100417536
4197,-109854720,F973C000,,5134,-101629952
4199,-108494848,F9888000,,5135,-102907904
4201,-107003904,F99F4000,,5136,-104398848
4203,-105512960,F9B60000,,5137,-105955328
4205,-103940096,F9CE0000,,5138,-107577344
4207,-102465536,F9E48000,,5139,-109084672
4209,-101138432,F9F8C000,,5140,-110608384
4211,-99958784,FA0AC000,,5141,-112197632
4213,-98959360,FA1A0000,,5142,-113803264
4215,-97943552,FA298000,,5143,-115572736
4217,-96878592,FA39C000,,5144,-117309440
4219,-96026624,FA46C000,,5145,-118800384
4221,-95223808,FA530000,,5146,-120225792
4223,-94453760,FA5EC000,,5147,-121454592
4225,-91275264,FA8F4000,,5148,-122519552
4227,-91226112,FA900000,,5149,-123600896
4229,-91275264,FA8F4000,,5150,-124403712
4231,-91570176,FA8AC000,,5151,-125059072
4233,-92061696,FA834000,,5152,-125829120
4235,-92717056,FA794000,,5153,-126337024
4237,-93569024,FA6C4000,,5154,-126697472
4239,-94601216,FA5C8000,,5155,-127107072
4241,-95797248,FA4A4000,,5156,-126828544
4243,-97107968,FA364000,,5157,-126074880
4245,-98484224,FA214000,,5158,-125190144
4247,-99778560,FA0D8000,,5159,-124207104
4249,-101040128,F9FA4000,,5160,-123027456
4251,-102449152,F9E4C000,,5161,-121733120
4253,-103825408,F9CFC000,,5162,-120307712
4255,-105332736,F9B8C000,,5163,-118947840
4257,-107003904,F99F4000,,5164,-117719040
4259,-108544000,F987C000,,5165,-116490240
4261,-110116864,F96FC000,,5166,-115376128
4263,-111706112,F9578000,,5167,-114245632
4265,-113459200,F93CC000,,5168,-113082368
4267,-115277824,F9210000,,5169,-111902720
4269,-116883456,F9088000,,5170,-110641152
4271,-118439936,F8F0C000,,5171,-109379584
4273,-119947264,F8D9C000,,5172,-108019712
4275,-121274368,F8C58000,,5173,-106496000
4277,-122421248,F8B40000,,5174,-104955904
4279,-123437056,F8A48000,,5175,-103399424
4281,-124305408,F8974000,,5176,-101990400
4283,-125075456,F88B8000,,5177,-100794368
4285,-125829120,F8800000,,5178,-99598336
4287,-126517248,F8758000,,5179,-98631680
4289,-126976000,F86E8000,,5180,-97648640
4291,-127320064,F8694000,,5181,-96649216
4293,-127647744,F8644000,,5182,-95961088
4295,-127893504,F8608000,,5183,-95256576
4297,-127975424,F85F4000,,5184,-94502912
4299,-127893504,F8608000,,5185,-93782016
4301,-127647744,F8644000,,5186,-93093888
4303,-127303680,F8698000,,5187,-92520448
4305,-126631936,F873C000,,5188,-92127232
4307,-125763584,F8810000,,5189,-91783168
4309,-124813312,F88F8000,,5190,-91602944
4311,-123633664,F8A18000,,5191,-91537408
4313,-122355712,F8B50000,,5192,-91570176
4315,-120946688,F8CA8000,,5193,-91897856
4317,-119554048,F8DFC000,,5194,-92454912
4319,-118341632,F8F24000,,5195,-93159424
4321,-117096448,F9054000,,5196,-93962240
4323,-115916800,F9174000,,5197,-94945280
4325,-114802688,F9284000,,5198,-96206848
4327,-113688576,F9394000,,5199,-97583104
4329,-112476160,F94BC000,,5200,-98910208
4331,-111214592,F95F0000,,5201,-100204544
4333,-109871104,F9738000,,5202,-101482496
4335,-108445696,F9894000,,5203,-102776832
4337,-99811328,FA0D0000,,5204,-104267776
4339,-98795520,FA1C8000,,5205,-105922560
4341,-97632256,FA2E4000,,5206,-107495424
4343,-96665600,FA3D0000,,5207,-108888064
4345,-95846400,FA498000,,5208,-110395392
4347,-95076352,FA554000,,5209,-112001024
4349,-94371840,FA600000,,5210,-113688576
4351,-93634560,FA6B4000,,5211,-115490816
4353,-92930048,FA760000,,5212,-123338752
4355,-92340224,FA7F0000,,5213,-124239872
4357,-91815936,FA870000,,5214,-124862464
4359,-91422720,FA8D0000,,5215,-125550592
4361,-91209728,FA904000,,5216,-126173184
4363,-91111424,FA91C000,,5217,-126582784
4365,-91226112,FA900000,,5218,-126959616
4367,-91504640,FA8BC000,,5219,-127270912
4369,-91914240,FA858000,,5220,-127434752
4371,-92635136,FA7A8000,,5221,-127582208
4373,-93503488,FA6D4000,,5222,-127516672
4375,-94502912,FA5E0000,,5223,-127221760
4377,-95715328,FA4B8000,,5224,-126763008
4379,-97026048,FA378000,,5225,-126042112
4381,-98369536,FA230000,,5226,-125157376
4383,-99680256,FA0F0000,,5227,-124157952
4385,-100941824,F9FBC000,,5228,-122994688
4387,-102268928,F9E78000,,5229,-121667584
4389,-103645184,F9D28000,,5230,-120242176
4391,-105250816,F9BA0000,,5231,-119013376
4393,-106807296,F9A24000,,5232,-117800960
4395,-108380160,F98A4000,,5233,-116572160
4397,-110051328,F970C000,,5234,-115425280
4399,-111656960,F9584000,,5235,-114245632
4401,-113377280,F93E0000,,5236,-113082368
4403,-115146752,F9230000,,5237,-111968256
4405,-116785152,F90A0000,,5238,-110673920
4407,-118308864,F8F2C000,,5239,-109330432
4409,-119816192,F8DBC000,,5240,-107986944
4411,-121192448,F8C6C000,,5241,-106528768
4413,-122290176,F8B60000,,5242,-105005056
4415,-123387904,F8A54000,,5243,-103448576
4417,-124321792,F8970000,,5244,-102023168
4419,-124911616,F88E0000,,5245,-100794368
4421,-125616128,F8834000,,5246,-99680256
4423,-126337024,F8784000,,5247,-98729984
4425,-126828544,F870C000,,5248,-97746944
4427,-127205376,F86B0000,,5249,-96796672
4429,-127582208,F8654000,,5250,-96059392
4431,-127860736,F8610000,,5251,-95272960
4433,-127975424,F85F4000,,5252,-94502912
4435,-127877120,F860C000,,5253,-93847552
4437,-127614976,F864C000,,5254,-93175808
4439,-127205376,F86B0000,,5255,-92585984
4441,-126517248,F8758000,,5256,-92127232
4443,-125681664,F8824000,,5257,-91783168
4445,-124665856,F891C000,,5258,-91635712
4447,-123551744,F8A2C000,,5259,-91570176
4449,-116228096,F9128000,,5260,-91701248
4451,-115015680,F9250000,,5261,-92012544
4453,-113836032,F9370000,,5262,-92487680
4455,-112689152,F9488000,,5263,-93192192
4457,-111427584,F95BC000,,5264,-94011392
4459,-110100480,F9700000,,5265,-95076352
4461,-108707840,F9854000,,5266,-96337920
4463,-107298816,F99AC000,,5267,-97550336
4465,-105758720,F9B24000,,5268,-105889792
4467,-104185856,F9CA4000,,5269,-107380736
4469,-102645760,F9E1C000,,5270,-108920832
4471,-101253120,F9F70000,,5271,-110510080
4473,-100106240,FA088000,,5272,-112050176
4475,-99041280,FA18C000,,5273,-113770496
4477,-98041856,FA280000,,5274,-115490816
4479,-97107968,FA364000,,5275,-117129216
4481,-96174080,FA448000,,5276,-118587392
4483,-95305728,FA51C000,,5277,-119996416
4485,-94617600,FA5C4000,,5278,-121372672
4487,-93945856,FA668000,,5279,-122535936
4489,-93274112,FA70C000,,5280,-123535360
4491,-92684288,FA79C000,,5281,-124387328
4493,-92160000,FA81C000,,5282,-125009920
4495,-91832320,FA86C000,,5283,-125714432
4497,-91602944,FA8A4000,,5284,-126304256
4499,-91422720,FA8D0000,,5285,-126730240
4501,-91521024,FA8B8000,,5286,-127188992
4503,-91783168,FA878000,,5287,-127451136
4505,-92160000,FA81C000,,5288,-127614976
4507,-92766208,FA788000,,5289,-127729664
4509,-93634560,FA6B4000,,5290,-127664128
4511,-94732288,FA5A8000,,5291,-127451136
4513,-95961088,FA47C000,,5292,-126959616
4515,-97288192,FA338000,,5293,-126238720
4517,-98615296,FA1F4000,,5294,-125370368
4519,-99876864,FA0C0000,,5295,-124370944
4521,-101122048,F9F90000,,5296,-123224064
4523,-102531072,F9E38000,,5297,-121929728
4525,-103940096,F9CE0000,,5298,-120520704
4527,-105480192,F9B68000,,5299,-119259136
4529,-107151360,F99D0000,,5300,-117997568
4531,-108642304,F9864000,,5301,-116719616
4533,-110182400,F96EC000,,5302,-115589120
4535,-111837184,F9558000,,5303,-114442240
4537,-113590272,F93AC000,,5304,-113328128
4539,-115343360,F9200000,,5305,-112197632
4541,-117047296,F9060000,,5306,-110870528
4543,-118587392,F8EE8000,,5307,-109527040
4545,-120012800,F8D8C000,,5308,-108150784
4547,-121438208,F8C30000,,5309,-106643456
4549,-122585088,F8B18000,,5310,-105168896
4551,-123699200,F8A08000,,5311,-103628800
4553,-124567552,F8934000,,5312,-102203392
4555,-125222912,F8894000,,5313,-100909056
4557,-126025728,F87D0000,,5314,-99713024
4559,-126681088,F8730000,,5315,-98811904
4561,-127762432,F8628000,,5316,-97861632
4563,-127582208,F8654000,,5317,-96894976
4565,-127139840,F86C0000,,5318,-96174080
4567,-126435328,F876C000,,5319,-95453184
4569,-125599744,F8838000,,5320,-94748672
4571,-124649472,F8920000,,5321,-94027776
4573,-123502592,F8A38000,,5322,-93274112
4575,-122208256,F8B74000,,5323,-92700672
4577,-120897536,F8CB4000,,5324,-91848704
4579,-119570432,F8DF8000,,5325,-92372992
4581,-118226944,F8F40000,,5326,-93126656
4583,-116965376,F9074000,,5327,-94027776
4585,-115802112,F9190000,,5328,-95027200
4587,-114753536,F9290000,,5329,-96206848
4589,-113655808,F939C000,,5330,-97533952
4591,-112377856,F94D4000,,5331,-98877440
4593,-111067136,F9614000,,5332,-100188160
4595,-109740032,F9758000,,5333,-101466112
4597,-108363776,F98A8000,,5334,-102744064
4599,-106921984,F9A08000,,5335,-104202240
4601,-105316352,F9B90000,,5336,-105857024
4603,-103825408,F9CFC000,,5337,-107380736
4605,-102367232,F9E60000,,5338,-108806144
4607,-100892672,F9FC8000,,5339,-110346240
4609,-99729408,FA0E4000,,5340,-111951872
4611,-98664448,FA1E8000,,5341,-113639424
4613,-97599488,FA2EC000,,5342,-115408896
4615,-96649216,FA3D4000,,5343,-116998144
4617,-95813632,FA4A0000,,5344,-118489088
4619,-94961664,FA570000,,5345,-119963648
4621,-94257152,FA61C000,,5346,-121339904
4623,-93601792,FA6BC000,,5347,-122388480
4625,-92848128,FA774000,,5348,-123371520
4627,-92176384,FA818000,,5349,-124239872
4629,-91684864,FA890000,,5350,-124878848
4631,-91324416,FA8E8000,,5351,-125501440
4633,-91095040,FA920000,,5352,-126025728
4635,-90996736,FA938000,,5353,-126517248
4637,-91062272,FA928000,,5354,-126959616
4639,-91242496,FA8FC000,,5355,-127270912
4641,-91684864,FA890000,,5356,-127467520
4643,-92372992,FA7E8000,,5357,-127565824
4645,-93274112,FA70C000,,5358,-127483904
4647,-94322688,FA60C000,,5359,-127287296
4649,-95453184,FA4F8000,,5360,-126795776
4651,-96813056,FA3AC000,,5361,-126074880
4653,-98205696,FA258000,,5362,-125288448
4655,-99467264,FA124000,,5363,-124272640
4657,-100810752,F9FDC000,,5364,-123125760
4659,-102170624,F9E90000,,5365,-121831424
4661,-103481344,F9D50000,,5366,-120438784
4663,-105037824,F9BD4000,,5367,-119111680
4665,-106561536,F9A60000,,5368,-117817344
4667,-108118016,F98E4000,,5369,-116654080
4669,-109723648,F975C000,,5370,-115523584
4671,-111329280,F95D4000,,5371,-114327552
4673,-121487360,F8C24000,,5372,-113278976
4675,-122568704,F8B1C000,,5373,-112132096
4677,-123666432,F8A10000,,5374,-110821376
4679,-124534784,F893C000,,5375,-109527040
4681,-125255680,F888C000,,5376,-108118016
4683,-126091264,F87C0000,,5377,-106610688
4685,-126697472,F872C000,,5378,-105152512
4687,-127139840,F86C0000,,5379,-97878016
4689,-127533056,F8660000,,5380,-96927744
4691,-127860736,F8610000,,5381,-96075776
4693,-128155648,F85C8000,,5382,-95404032
4695,-128253952,F85B0000,,5383,-94666752
4697,-128237568,F85B4000,,5384,-93945856
4699,-127975424,F85F4000,,5385,-93241344
4701,-127483904,F866C000,,5386,-92651520
4703,-126910464,F86F8000,,5387,-92258304
4705,-126042112,F87CC000,,5388,-91947008
4707,-125026304,F88C4000,,5389,-91750400
4709,-123895808,F89D8000,,5390,-91750400
4711,-122650624,F8B08000,,5391,-91750400
4713,-121323520,F8C4C000,,5392,-91996160
4715,-119914496,F8DA4000,,5393,-92569600
4717,-118636544,F8EDC000,,5394,-93224960
4719,-117473280,F8FF8000,,5395,-94076928
4721,-116228096,F9128000,,5396,-95092736
4723,-115081216,F9240000,,5397,-96223232
4725,-114016256,F9344000,,5398,-97583104
4727,-112754688,F9478000,,5399,-98893824
4729,-111493120,F95AC000,,5400,-100204544
4731,-110166016,F96F0000,,5401,-101564416
4733,-108740608,F984C000,,5402,-102793216
4735,-107347968,F99A0000,,5403,-104284160
4737,-105857024,F9B0C000,,5404,-105938944
4739,-104333312,F9C80000,,5405,-107462656
4741,-102825984,F9DF0000,,5406,-108937216
4743,-101433344,F9F44000,,5407,-110395392
4745,-100237312,FA068000,,5408,-111984640
4747,-99106816,FA17C000,,5409,-113721344
4749,-98107392,FA270000,,5410,-115490816
4751,-97222656,FA348000,,5411,-117178368
4753,-96256000,FA434000,,5412,-118620160
4755,-95387648,FA508000,,5413,-119996416
4757,-94699520,FA5B0000,,5414,-121389056
4759,-93978624,FA660000,,5415,-122486784
4761,-93339648,FA6FC000,,5416,-123584512
4763,-92733440,FA790000,,5417,-124436480
4765,-92192768,FA814000,,5418,-124977152
4767,-91815936,FA870000,,5419,-125714432
4769,-91537408,FA8B4000,,5420,-126337024
4771,-91504640,FA8BC000,,5421,-126746624
4773,-91553792,FA8B0000,,5422,-127139840
4775,-91701248,FA88C000,,5423,-127434752
4777,-92127232,FA824000,,5424,-127696896
4779,-92749824,FA78C000,,5425,-127778816
4781,-93569024,FA6C4000,,5426,-127647744
4783,-94683136,FA5B4000,,5427,-127467520
4785,-102318080,F9E6C000,,5428,-127008768
4787,-103612416,F9D30000,,5429,-126320640
4789,-105136128,F9BBC000,,5430,-125485056
4791,-106823680,F9A20000,,5431,-124452864
4793,-108347392,F98AC000,,5432,-123404288
4795,-109920256,F972C000,,5433,-122142720
4797,-111591424,F9594000,,5434,-120733696
4799,-113229824,F9404000,,5435,-113393664
4801,-115015680,F9250000,,5436,-112181248
4803,-116768768,F90A4000,,5437,-110936064
4805,-118325248,F8F28000,,5438,-109576192
4807,-119865344,F8DB0000,,5439,-108249088
4809,-121225216,F8C64000,,5440,-106758144
4811,-122339328,F8B54000,,5441,-105218048
4813,-123404288,F8A50000,,5442,-103759872
4815,-124321792,F8970000,,5443,-102301696
4817,-125108224,F88B0000,,5444,-101007360
4819,-125878272,F87F4000,,5445,-99876864
4821,-126484480,F8760000,,5446,-98828288
4823,-126976000,F86E8000,,5447,-97976320
4825,-127352832,F868C000,,5448,-97042432
4827,-127680512,F863C000,,5449,-96223232
