,,,,1,-117456896
901,-113541120,F93B8000,,7582,-113311744
903,-115376128,F91F8000,,7583,-112132096
905,-117096448,F9054000,,7584,-110804992
907,-118538240,F8EF4000,,7585,-109527040
909,-120045568,F8D84000,,7586,-108183552
911,-121421824,F8C34000,,7587,-106741760
913,-122535936,F8B24000,,7588,-105267200
915,-123617280,F8A1C000,,7589,-103677952
917,-124567552,F8934000,,7590,-102236160
919,-125222912,F8894000,,7591,-100958208
921,-125976576,F87DC000,,7592,-99778560
923,-126615552,F8740000,,7593,-98828288
925,-127025152,F86DC000,,7594,-97894400
927,-127516672,F8664000,,7595,-96878592
929,-127827968,F8618000,,7596,-96075776
931,-127991808,F85F0000,,7597,-95371264
933,-128139264,F85CC000,,7598,-94683136
935,-128040960,F85E4000,,7599,-93978624
937,-127811584,F861C000,,7600,-93290496
939,-127401984,F8680000,,7601,-92766208
941,-126746624,F8720000,,7602,-92340224
943,-125911040,F87EC000,,7603,-91963392
945,-124928000,F88DC000,,7604,-91799552
947,-123764736,F89F8000,,7605,-91684864
949,-122503168,F8B2C000,,7606,-91734016
951,-121159680,F8C74000,,7607,-91996160
953,-119734272,F8DD0000,,7608,-92471296
955,-118390784,F8F18000,,7609,-93257728
957,-117211136,F9038000,,7610,-94158848
959,-116097024,F9148000,,7611,-95191040
961,-114900992,F926C000,,7612,-96387072
963,-113737728,F9388000,,7613,-97648640
965,-112607232,F949C000,,7614,-98975744
967,-111263744,F95E4000,,7615,-107266048
969,-109903872,F9730000,,7616,-108724224
971,-108527616,F9880000,,7617,-110297088
973,-107102208,F99DC000,,7618,-111886336
975,-105611264,F9B48000,,7619,-113491968
977,-104005632,F9CD0000,,7620,-115245056
979,-102531072,F9E38000,,7621,-116981760
981,-101203968,F9F7C000,,7622,-118439936
983,-99991552,FA0A4000,,7623,-119914496
985,-98942976,FA1A4000,,7624,-121274368
987,-97927168,FA29C000,,7625,-122339328
989,-96894976,FA398000,,7626,-123404288
991,-92897280,FA768000,,7627,-124223488
993,-92274688,FA800000,,7628,-124796928
995,-91881472,FA860000,,7629,-125632512
997,-91668480,FA894000,,7630,-126222336
999,-91635712,FA89C000,,7631,-126582784
1001,-91734016,FA884000,,7632,-126992384
1003,-91881472,FA860000,,7633,-127205376
1005,-92307456,FA7F8000,,7634,-127483904
1007,-93028352,FA748000,,7635,-127631360
1009,-93913088,FA670000,,7636,-127467520
1011,-94912512,FA57C000,,7637,-127270912
1013,-96108544,FA458000,,7638,-126844928
1015,-97370112,FA324000,,7639,-126189568
1017,-98697216,FA1E0000,,7640,-125353984
1019,-100057088,FA094000,,7641,-124305408
1021,-101384192,F9F50000,,7642,-123224064
1023,-102678528,F9E14000,,7643,-121978880
1025,-104120320,F9CB4000,,7644,-120537088
1027,-105775104,F9B20000,,7645,-119177216
1029,-107298816,F99AC000,,7646,-117833728
1031,-108789760,F9840000,,7647,-116572160
1033,-110362624,F96C0000,,7648,-115523584
1035,-112033792,F9528000,,7649,-114425856
1037,-113770496,F9380000,,7650,-113311744
1039,-115539968,F91D0000,,7651,-112082944
1041,-117276672,F9028000,,7652,-110706688
1043,-118816768,F8EB0000,,7653,-109445120
1045,-120373248,F8D34000,,7654,-108036096
1047,-121765888,F8BE0000,,7655,-106659840
1049,-122847232,F8AD8000,,7656,-105201664
1051,-123912192,F89D4000,,7657,-103579648
1053,-124764160,F8904000,,7658,-102137856
1055,-125403136,F8868000,,7659,-100810752
1057,-126140416,F87B4000,,7660,-99680256
1059,-126779392,F8718000,,7661,-98697216
1061,-127303680,F8698000,,7662,-97714176
1063,-127762432,F8628000,,7663,-96780288
1065,-128024576,F85E8000,,7664,-95977472
1067,-128270336,F85AC000,,7665,-95207424
1069,-128450560,F8580000,,7666,-94470144
1071,-128303104,F85A4000,,7667,-93782016
1073,-128106496,F85D4000,,7668,-93077504
1075,-127696896,F8638000,,7669,-92553216
1077,-127057920,F86D4000,,7670,-92094464
1079,-126189568,F87A8000,,7671,-92536832
1081,-125157376,F88A4000,,7672,-93192192
1083,-124076032,F89AC000,,7673,-94093312
1085,-122830848,F8ADC000,,7674,-95158272
1087,-121438208,F8C30000,,7675,-96321536
1089,-120127488,F8D70000,,7676,-97517568
1091,-118767616,F8EBC000,,7677,-98795520
1093,-117473280,F8FF8000,,7678,-100171776
1095,-116391936,F9100000,,7679,-101466112
1097,-115212288,F9220000,,7680,-102711296
1099,-114081792,F9334000,,7681,-104169472
1101,-112869376,F945C000,,7682,-105857024
1103,-103956480,F9CDC000,,7683,-107413504
1105,-102449152,F9E4C000,,7684,-108822528
1107,-101072896,F9F9C000,,7685,-110280704
1109,-99926016,FA0B4000,,7686,-111935488
1111,-98861056,FA1B8000,,7687,-113606656
1113,-97861632,FA2AC000,,7688,-115294208
1115,-96829440,FA3A8000,,7689,-116998144
1117,-95993856,FA474000,,7690,-118505472
1119,-95305728,FA51C000,,7691,-119930880
1121,-94584832,FA5CC000,,7692,-121290752
1123,-93798400,FA68C000,,7693,-122421248
1125,-93126656,FA730000,,7694,-123404288
1127,-92504064,FA7C8000,,7695,-124190720
1129,-91947008,FA850000,,7696,-124895232
1131,-91537408,FA8B4000,,7697,-125665280
1133,-91357184,FA8E0000,,7698,-126222336
1135,-91340800,FA8E4000,,7699,-126631936
1137,-91373568,FA8DC000,,7700,-127025152
1139,-91602944,FA8A4000,,7701,-127336448
1141,-92061696,FA834000,,7702,-127647744
1143,-92700672,FA798000,,7703,-127729664
1145,-93503488,FA6D4000,,7704,-127614976
1147,-94470144,FA5E8000,,7705,-127418368
1149,-95617024,FA4D0000,,7706,-126926848
1151,-96993280,FA380000,,7707,-126271488
1153,-98336768,FA238000,,7708,-125386752
1155,-99598336,FA104000,,7709,-124370944
1157,-100909056,F9FC4000,,7710,-123256832
1159,-102252544,F9E7C000,,7711,-121962496
1161,-103661568,F9D24000,,7712,-120619008
1163,-105152512,F9BB8000,,7713,-119275520
1165,-106856448,F9A18000,,7714,-117981184
1167,-108445696,F9894000,,7715,-116817920
1169,-109936640,F9728000,,7716,-115703808
1171,-111542272,F95A0000,,7717,-114524160
1173,-113213440,F9408000,,7718,-113442816
1175,-114999296,F9254000,,7719,-112263168
1177,-116785152,F90A0000,,7720,-110870528
1179,-118308864,F8F2C000,,7721,-109576192
1181,-119767040,F8DC8000,,7722,-108232704
1183,-121176064,F8C70000,,7723,-106840064
1185,-122273792,F8B64000,,7724,-105414656
1187,-123404288,F8A50000,,7725,-103874560
1189,-124338176,F896C000,,7726,-96763904
1191,-124993536,F88CC000,,7727,-95944704
1193,-125763584,F8810000,,7728,-95305728
1195,-126386176,F8778000,,7729,-94535680
1197,-126877696,F8700000,,7730,-93814784
1199,-127336448,F8690000,,7731,-93208576
1201,-127664128,F8640000,,7732,-92569600
1203,-127877120,F860C000,,7733,-92110848
1205,-127975424,F85F4000,,7734,-91734016
1207,-127926272,F8600000,,7735,-91537408
1209,-127729664,F8630000,,7736,-91521024
1211,-127270912,F86A0000,,7737,-91553792
1213,-126681088,F8730000,,7738,-91848704
1215,-119619584,F8DEC000,,7739,-92372992
1217,-118325248,F8F28000,,7740,-93011968
1219,-117063680,F905C000,,7741,-93847552
1221,-115900416,F9178000,,7742,-94879744
1223,-114835456,F927C000,,7743,-96108544
1225,-113639424,F93A0000,,7744,-97435648
1227,-112443392,F94C4000,,7745,-98664448
1229,-111198208,F95F4000,,7746,-99958784
1231,-109838336,F9740000,,7747,-101269504
1233,-108462080,F9890000,,7748,-102563840
1235,-107053056,F99E8000,,7749,-103956480
1237,-105594880,F9B4C000,,7750,-105480192
1239,-104005632,F9CD0000,,7751,-107151360
1241,-102416384,F9E54000,,7752,-108691456
1243,-101122048,F9F90000,,7753,-110182400
1245,-99942400,FA0B0000,,7754,-111738880
1247,-98811904,FA1C4000,,7755,-113377280
1249,-97828864,FA2B4000,,7756,-115146752
1251,-96829440,FA3A8000,,7757,-116834304
1253,-96026624,FA46C000,,7758,-118308864
1255,-95338496,FA514000,,7759,-119816192
1257,-94486528,FA5E4000,,7760,-121159680
1259,-93782016,FA690000,,7761,-122175488
1261,-93110272,FA734000,,7762,-123256832
1263,-92405760,FA7E0000,,7763,-124108800
1265,-91947008,FA850000,,7764,-124796928
1267,-91521024,FA8B8000,,7765,-125566976
1269,-91258880,FA8F8000,,7766,-126124032
1271,-91258880,FA8F8000,,7767,-126550016
1273,-91308032,FA8EC000,,7768,-126943232
1275,-91537408,FA8B4000,,7769,-127287296
1277,-92012544,FA840000,,7770,-127565824
1279,-92585984,FA7B4000,,7771,-127598592
1281,-93372416,FA6F4000,,7772,-127533056
1283,-94404608,FA5F8000,,7773,-127385600
1285,-95567872,FA4DC000,,7774,-126861312
1287,-96960512,FA388000,,7775,-126205952
1289,-98271232,FA248000,,7776,-125403136
1291,-99549184,FA110000,,7777,-124289024
1293,-100810752,F9FDC000,,7778,-123191296
1295,-102121472,F9E9C000,,7779,-121913344
1297,-103563264,F9D3C000,,7780,-120504320
1299,-105152512,F9BB8000,,7781,-119193600
1301,-106725376,F9A38000,,7782,-111820800
1303,-108281856,F98BC000,,7783,-110575616
1305,-109805568,F9748000,,7784,-109199360
1307,-111427584,F95BC000,,7785,-107839488
1309,-113131520,F941C000,,7786,-106414080
1311,-114868224,F9274000,,7787,-104988672
1313,-116654080,F90C0000,,7788,-103530496
1315,-118226944,F8F40000,,7789,-102023168
1317,-119685120,F8DDC000,,7790,-100679680
1319,-121159680,F8C74000,,7791,-99516416
1321,-122257408,F8B68000,,7792,-98500608
1323,-123338752,F8A60000,,7793,-97550336
1325,-124321792,F8970000,,7794,-96534528
1327,-128106496,F85D4000,,7795,-95797248
1329,-128368640,F8594000,,7796,-95109120
1331,-128385024,F8590000,,7797,-94273536
1333,-128303104,F85A4000,,7798,-93601792
1335,-128188416,F85C0000,,7799,-92946432
1337,-127827968,F8618000,,7800,-92372992
1339,-127205376,F86B0000,,7801,-91947008
1341,-126337024,F8784000,,7802,-91537408
1343,-125353984,F8874000,,7803,-91308032
1345,-124239872,F8984000,,7804,-91226112
1347,-122961920,F8ABC000,,7805,-91275264
1349,-121536512,F8C18000,,7806,-91586560
1351,-120160256,F8D68000,,7807,-92028928
1353,-118898688,F8E9C000,,7808,-92700672
1355,-117653504,F8FCC000,,7809,-93585408
1357,-116490240,F90E8000,,7810,-94568448
1359,-115343360,F9200000,,7811,-95748096
1361,-114130944,F9328000,,7812,-97091584
1363,-112951296,F9448000,,7813,-98435072
1365,-111755264,F956C000,,7814,-99729408
1367,-110395392,F96B8000,,7815,-100990976
1369,-108937216,F981C000,,7816,-102268928
1371,-107495424,F997C000,,7817,-103661568
1373,-106004480,F9AE8000,,7818,-105218048
1375,-104448000,F9C64000,,7819,-106774528
1377,-102891520,F9DE0000,,7820,-108265472
1379,-101498880,F9F34000,,7821,-109772800
1381,-100302848,FA058000,,7822,-111460352
1383,-99237888,FA15C000,,7823,-113131520
1385,-98271232,FA248000,,7824,-114786304
1387,-97353728,FA328000,,7825,-116523008
1389,-96485376,FA3FC000,,7826,-118046720
1391,-95666176,FA4C4000,,7827,-119537664
1393,-94863360,FA588000,,7828,-120864768
1395,-94158848,FA634000,,7829,-121896960
1397,-93470720,FA6DC000,,7830,-122994688
1399,-92798976,FA780000,,7831,-123846656
1401,-92323840,FA7F4000,,7832,-124518400
1403,-91865088,FA864000,,7833,-125222912
1405,-91537408,FA8B4000,,7834,-125779968
1407,-91521024,FA8B8000,,7835,-126255104
1409,-91521024,FA8B8000,,7836,-126648320
1411,-91652096,FA898000,,7837,-126943232
1413,-92127232,FA824000,,7838,-126074880
1415,-92831744,FA778000,,7839,-125239296
1417,-93618176,FA6B8000,,7840,-124207104
1419,-94584832,FA5CC000,,7841,-123109376
1421,-95797248,FA4A4000,,7842,-121864192
1423,-97189888,FA350000,,7843,-120520704
1425,-98500608,FA210000,,7844,-119193600
1427,-99778560,FA0D8000,,7845,-117899264
1429,-101105664,F9F94000,,7846,-116604928
1431,-102350848,F9E64000,,7847,-115490816
1433,-103727104,F9D14000,,7848,-114393088
1435,-105283584,F9B98000,,7849,-113229824
1437,-106889216,F9A10000,,7850,-112033792
1439,-116801536,F909C000,,7851,-110706688
1441,-118374400,F8F1C000,,7852,-109395968
1443,-119914496,F8DA4000,,7853,-108134400
1445,-121290752,F8C54000,,7854,-106758144
1447,-122421248,F8B40000,,7855,-105267200
1449,-123420672,F8A4C000,,7856,-103661568
1451,-124272640,F897C000,,7857,-102219776
1453,-125042688,F88C0000,,7858,-101007360
1455,-125812736,F8804000,,7859,-99811328
1457,-126468096,F8764000,,7860,-98762752
1459,-126943232,F86F0000,,7861,-97796096
1461,-127401984,F8680000,,7862,-96813056
1463,-127844352,F8614000,,7863,-96059392
1465,-127991808,F85F0000,,7864,-95338496
1467,-128040960,F85E4000,,7865,-94584832
1469,-128024576,F85E8000,,7866,-93929472
1471,-127844352,F8614000,,7867,-93192192
1473,-127467520,F8670000,,7868,-92717056
1475,-126763008,F871C000,,7869,-92258304
1477,-125911040,F87EC000,,7870,-91815936
1479,-124928000,F88DC000,,7871,-91602944
1481,-123797504,F89F0000,,7872,-91488256
1483,-122601472,F8B14000,,7873,-91521024
1485,-121241600,F8C60000,,7874,-91832320
1487,-119848960,F8DB4000,,7875,-92323840
1489,-118554624,F8EF0000,,7876,-93028352
1491,-117293056,F9024000,,7877,-93847552
1493,-116178944,F9134000,,7878,-94797824
1495,-115081216,F9240000,,7879,-96043008
1497,-113868800,F9368000,,7880,-97337344
1499,-112705536,F9484000,,7881,-98697216
1501,-111394816,F95C4000,,7882,-100089856
1503,-109969408,F9720000,,7883,-101236736
1505,-108691456,F9858000,,7884,-102498304
1507,-107249664,F99B8000,,7885,-103940096
1509,-105742336,F9B28000,,7886,-105578496
1511,-104202240,F9CA0000,,7887,-107200512
1513,-102612992,F9E24000,,7888,-108609536
1515,-101302272,F9F64000,,7889,-110116864
1517,-100106240,FA088000,,7890,-111689728
1519,-99024896,FA190000,,7891,-113246208
1521,-98058240,FA27C000,,7892,-115064832
1523,-97075200,FA36C000,,7893,-116850688
1525,-96223232,FA43C000,,7894,-124141568
1527,-95436800,FA4FC000,,7895,-124698624
1529,-94633984,FA5C0000,,7896,-125370368
1531,-93913088,FA670000,,7897,-126058496
1533,-93175808,FA724000,,7898,-126484480
1535,-92569600,FA7B8000,,7899,-126926848
1537,-92143616,FA820000,,7900,-127287296
1539,-91701248,FA88C000,,7901,-127467520
1541,-91488256,FA8C0000,,7902,-127614976
1543,-91406336,FA8D4000,,7903,-127516672
1545,-91357184,FA8E0000,,7904,-127270912
1547,-91602944,FA8A4000,,7905,-126828544
1549,-91996160,FA844000,,7906,-126124032
1551,-98222080,FA254000,,7907,-125337600
1553,-99483648,FA120000,,7908,-124338176
1555,-100728832,F9FF0000,,7909,-123174912
1557,-102072320,F9EA8000,,7910,-121880576
1559,-103448576,F9D58000,,7911,-120520704
1561,-105021440,F9BD8000,,7912,-119275520
1563,-106643456,F9A4C000,,7913,-117964800
1565,-108232704,F98C8000,,7914,-116654080
1567,-109854720,F973C000,,7915,-115523584
1569,-111411200,F95C0000,,7916,-114393088
1571,-113065984,F942C000,,7917,-113246208
1573,-114819072,F9280000,,7918,-112066560
1575,-116555776,F90D8000,,7919,-110772224
1577,-118177792,F8F4C000,,7920,-109510656
1579,-119685120,F8DDC000,,7921,-108199936
1581,-121028608,F8C94000,,7922,-106758144
1583,-122142720,F8B84000,,7923,-105316352
1585,-123289600,F8A6C000,,7924,-103694336
1587,-124305408,F8974000,,7925,-102203392
1589,-124960768,F88D4000,,7926,-100974592
1591,-125632512,F8830000,,7927,-99778560
1593,-126369792,F877C000,,7928,-98795520
1595,-126894080,F86FC000,,7929,-97796096
1597,-127270912,F86A0000,,7930,-96763904
1599,-127582208,F8654000,,7931,-96059392
1601,-127827968,F8618000,,7932,-95338496
1603,-127926272,F8600000,,7933,-94519296
1605,-127893504,F8608000,,7934,-93847552
1607,-127729664,F8630000,,7935,-93175808
1609,-127303680,F8698000,,7936,-92651520
1611,-126599168,F8744000,,7937,-92209152
1613,-125812736,F8804000,,7938,-91766784
1615,-124878848,F88E8000,,7939,-91553792
1617,-123748352,F89FC000,,7940,-91455488
1619,-122519552,F8B28000,,7941,-91504640
1621,-121094144,F8C84000,,7942,-91832320
1623,-119734272,F8DD0000,,7943,-92241920
1625,-118439936,F8F0C000,,7944,-92930048
1627,-117178368,F9040000,,7945,-93749248
1629,-116031488,F9158000,,7946,-94666752
1631,-114900992,F926C000,,7947,-95895552
1633,-113754112,F9384000,,7948,-97239040
1635,-112607232,F949C000,,7949,-98631680
1637,-111362048,F95CC000,,7950,-106774528
1639,-110051328,F970C000,,7951,-108298240
1641,-108625920,F9868000,,7952,-109772800
1643,-107102208,F99DC000,,7953,-111329280
1645,-105594880,F9B4C000,,7954,-113000448
1647,-104005632,F9CD0000,,7955,-114688000
1649,-102498304,F9E40000,,7956,-116359168
1651,-101203968,F9F7C000,,7957,-117932032
1653,-99909632,FA0B8000,,7958,-119373824
1655,-98795520,FA1C8000,,7959,-120750080
1657,-97796096,FA2BC000,,7960,-121880576
1659,-96829440,FA3A8000,,7961,-122880000
1661,-92487680,FA7CC000,,7962,-123764736
1663,-91963392,FA84C000,,7963,-124420096
1665,-91602944,FA8A4000,,7964,-125140992
1667,-91340800,FA8E4000,,7965,-125796352
1669,-91258880,FA8F8000,,7966,-126124032
1671,-91308032,FA8EC000,,7967,-126566400
1673,-91471872,FA8C4000,,7968,-126926848
1675,-91815936,FA870000,,7969,-127090688
1677,-92422144,FA7DC000,,7970,-127270912
1679,-93274112,FA70C000,,7971,-127205376
1681,-94322688,FA60C000,,7972,-126976000
1683,-95485952,FA4F0000,,7973,-126566400
1685,-96813056,FA3AC000,,7974,-125943808
1687,-98205696,FA258000,,7975,-125108224
1689,-99467264,FA124000,,7976,-124076032
1691,-100728832,F9FF0000,,7977,-122978304
1693,-102121472,F9E9C000,,7978,-121716736
1695,-103546880,F9D40000,,7979,-120258560
1697,-105054208,F9BD0000,,7980,-118931456
1699,-106643456,F9A4C000,,7981,-117784576
1701,-108150784,F98DC000,,7982,-116539392
1703,-109690880,F9764000,,7983,-115425280
1705,-111329280,F95D4000,,7984,-114278400
1707,-113033216,F9434000,,7985,-113065984
1709,-114802688,F9284000,,7986,-111968256
1711,-116555776,F90D8000,,7987,-110673920
1713,-118194176,F8F48000,,7988,-109363200
1715,-119668736,F8DE0000,,7989,-108052480
1717,-121028608,F8C94000,,7990,-106577920
1719,-122257408,F8B68000,,7991,-105119744
1721,-123289600,F8A6C000,,7992,-103596032
1723,-124190720,F8990000,,7993,-102088704
1725,-124895232,F88E4000,,7994,-100810752
1727,-125632512,F8830000,,7995,-99663872
1729,-126337024,F8784000,,7996,-98615296
1731,-126844928,F8708000,,7997,-97632256
1733,-127254528,F86A4000,,7998,-96681984
1735,-127598592,F8650000,,7999,-95911936
1737,-127877120,F860C000,,8000,-95191040
1739,-127991808,F85F0000,,8001,-94486528
1741,-127860736,F8610000,,8002,-93831168
1743,-127696896,F8638000,,8003,-93110272
1745,-127369216,F8688000,,8004,-92487680
1747,-126681088,F8730000,,8005,-92028928
1749,-125861888,F87F8000,,8006,-92553216
1751,-124829696,F88F4000,,8007,-93192192
1753,-123682816,F8A0C000,,8008,-94076928
1755,-122486784,F8B30000,,8009,-95125504
1757,-121126912,F8C7C000,,8010,-96239616
1759,-119799808,F8DC0000,,8011,-97550336
1761,-118554624,F8EF0000,,8012,-98844672
1763,-117227520,F9034000,,8013,-100139008
1765,-116015104,F915C000,,8014,-101466112
1767,-114900992,F926C000,,8015,-102662144
1769,-113786880,F937C000,,8016,-104038400
1771,-112656384,F9490000,,8017,-105627648
1773,-104235008,F9C98000,,8018,-107184128
1775,-102694912,F9E10000,,8019,-108707840
1777,-101367808,F9F54000,,8020,-110198784
1779,-100188160,FA074000,,8021,-111820800
1781,-99090432,FA180000,,8022,-113459200
1783,-98074624,FA278000,,8023,-115081216
1785,-97206272,FA34C000,,8024,-116834304
1787,-96272384,FA430000,,8025,-118423552
1789,-95404032,FA504000,,8026,-119799808
1791,-94699520,FA5B0000,,8027,-121159680
1793,-93978624,FA660000,,8028,-122208256
1795,-93306880,FA704000,,8029,-123207680
1797,-92618752,FA7AC000,,8030,-124157952
1799,-92110848,FA828000,,8031,-124796928
1801,-91701248,FA88C000,,8032,-125534208
1803,-91373568,FA8DC000,,8033,-126124032
1805,-91340800,FA8E4000,,8034,-126533632
1807,-91439104,FA8CC000,,8035,-126992384
1809,-91553792,FA8B0000,,8036,-127287296
1811,-91930624,FA854000,,8037,-127516672
1813,-92602368,FA7B0000,,8038,-127713280
1815,-93405184,FA6EC000,,8039,-127598592
1817,-94437376,FA5F0000,,8040,-127369216
1819,-95535104,FA4E4000,,8041,-126992384
1821,-96813056,FA3AC000,,8042,-126304256
1823,-98140160,FA268000,,8043,-125485056
1825,-99450880,FA128000,,8044,-124485632
1827,-100876288,F9FCC000,,8045,-123387904
1829,-102203392,F9E88000,,8046,-122142720
1831,-103514112,F9D48000,,8047,-120684544
1833,-105103360,F9BC4000,,8048,-119406592
1835,-106708992,F9A3C000,,8049,-118079488
1837,-108216320,F98CC000,,8050,-116670464
1839,-109871104,F9738000,,8051,-115539968
1841,-111460352,F95B4000,,8052,-114442240
1843,-113131520,F941C000,,8053,-113328128
1845,-114917376,F9268000,,8054,-112230400
1847,-116637696,F90C4000,,8055,-110903296
1849,-118226944,F8F40000,,8056,-109576192
1851,-119701504,F8DD8000,,8057,-108281856
1853,-121094144,F8C84000,,8058,-106823680
1855,-122322944,F8B58000,,8059,-105349120
1857,-123453440,F8A44000,,8060,-103776256
1859,-124338176,F896C000,,8061,-97157120
1861,-124993536,F88CC000,,8062,-96337920
1863,-125730816,F8818000,,8063,-95649792
1865,-126435328,F876C000,,8064,-94928896
1867,-126910464,F86F8000,,8065,-94240768
1869,-127320064,F8694000,,8066,-93569024
1871,-127664128,F8640000,,8067,-92962816
1873,-128008192,F85EC000,,8068,-92471296
1875,-128155648,F85C8000,,8069,-92061696
1877,-127991808,F85F0000,,8070,-91815936
1879,-127860736,F8610000,,8071,-91750400
1881,-127533056,F8660000,,8072,-91865088
1883,-126877696,F8700000,,8073,-92078080
1885,-119865344,F8DB0000,,8074,-92487680
1887,-118571008,F8EEC000,,8075,-93093888
1889,-117309440,F9020000,,8076,-93929472
1891,-116129792,F9140000,,8077,-94961664
1893,-115032064,F924C000,,8078,-96092160
1895,-113819648,F9374000,,8079,-97452032
1897,-112640000,F9494000,,8080,-98762752
1899,-111460352,F95B4000,,8081,-99991552
1901,-110100480,F9700000,,8082,-101285888
1903,-108625920,F9868000,,8083,-102580224
1905,-107233280,F99BC000,,8084,-103956480
1907,-105807872,F9B18000,,8085,-105480192
1909,-104185856,F9CA4000,,8086,-107102208
1911,-102596608,F9E28000,,8087,-108658688
1913,-101220352,F9F78000,,8088,-110166016
1915,-99975168,FA0A8000,,8089,-111738880
1917,-98926592,FA1A8000,,8090,-113377280
1919,-97959936,FA294000,,8091,-115163136
1921,-96927744,FA390000,,8092,-116867072
1923,-96059392,FA464000,,8093,-118292480
1925,-95371264,FA50C000,,8094,-119701504
1927,-94633984,FA5C0000,,8095,-121159680
1929,-93814784,FA688000,,8096,-122273792
1931,-93175808,FA724000,,8097,-123305984
1933,-92602368,FA7B0000,,8098,-124190720
1935,-92094464,FA82C000,,8099,-124796928
1937,-91668480,FA894000,,8100,-125566976
1939,-91340800,FA8E4000,,8101,-126222336
1941,-91308032,FA8EC000,,8102,-126631936
1943,-91324416,FA8E8000,,8103,-127057920
1945,-91471872,FA8C4000,,8104,-127401984
1947,-91930624,FA854000,,8105,-127664128
1949,-92569600,FA7B8000,,8106,-127795200
1951,-93388800,FA6F0000,,8107,-127680512
1953,-94404608,FA5F8000,,8108,-127533056
1955,-95584256,FA4D8000,,8109,-127123456
1957,-96894976,FA398000,,8110,-126418944
1959,-98140160,FA268000,,8111,-125534208
1961,-99368960,FA13C000,,8112,-124518400
1963,-100745216,F9FEC000,,8113,-123535360
1965,-102105088,F9EA0000,,8114,-122306560
1967,-103464960,F9D54000,,8115,-120946688
1969,-105021440,F9BD8000,,8116,-119603200
1971,-106577920,F9A5C000,,8117,-112279552
1973,-108085248,F98EC000,,8118,-111116288
1975,-109658112,F976C000,,8119,-109723648
1977,-111378432,F95C8000,,8120,-108429312
1979,-113065984,F942C000,,8121,-107053056
1981,-114786304,F9288000,,8122,-105562112
1983,-116506624,F90E4000,,8123,-104120320
1985,-118030336,F8F70000,,8124,-102596608
1987,-119570432,F8DF8000,,8125,-101236736
1989,-120979456,F8CA0000,,8126,-100057088
1991,-122077184,F8B94000,,8127,-98992128
1993,-123109376,F8A98000,,8128,-98041856
1995,-124108800,F89A4000,,8129,-97107968
1997,-127483904,F866C000,,8130,-96272384
1999,-127713280,F8634000,,8131,-95600640
2001,-127844352,F8614000,,8132,-94879744
2003,-127827968,F8618000,,8133,-94126080
2005,-127631360,F8648000,,8134,-93454336
2007,-127270912,F86A0000,,8135,-92880896
2009,-126631936,F873C000,,8136,-92389376
2011,-125779968,F880C000,,8137,-91947008
2013,-124813312,F88F8000,,8138,-91684864
2015,-123764736,F89F8000,,8139,-91635712
2017,-122470400,F8B34000,,8140,-91717632
2019,-121126912,F8C7C000,,8141,-91963392
2021,-119799808,F8DC0000,,8142,-92389376
2023,-118423552,F8F10000,,8143,-92979200
2025,-117161984,F9044000,,8144,-93798400
2027,-116015104,F915C000,,8145,-94765056
2029,-114933760,F9264000,,8146,-95895552
2031,-113852416,F936C000,,8147,-97255424
2033,-112607232,F949C000,,8148,-98582528
2035,-111280128,F95E0000,,8149,-99909632
2037,-109953024,F9724000,,8150,-101236736
2039,-108609536,F986C000,,8151,-102514688
2041,-107167744,F99CC000,,8152,-103890944
2043,-105627648,F9B44000,,8153,-105414656
2045,-104071168,F9CC0000,,8154,-107053056
2047,-102547456,F9E34000,,8155,-108593152
2049,-101171200,F9F84000,,8156,-110034944
2051,-99975168,FA0A8000,,8157,-111640576
2053,-98877440,FA1B4000,,8158,-113246208
2055,-97828864,FA2B4000,,8159,-114966528
2057,-96829440,FA3A8000,,8160,-116736000
2059,-95961088,FA47C000,,8161,-118259712
2061,-95240192,FA52C000,,8162,-119767040
2063,-94519296,FA5DC000,,8163,-121225216
2065,-93732864,FA69C000,,8164,-122257408
2067,-93011968,FA74C000,,8165,-123240448
2069,-92389376,FA7E4000,,8166,-124157952
2071,-91914240,FA858000,,8167,-124796928
2073,-91488256,FA8C0000,,8168,-125517824
2075,-91176960,FA90C000,,8169,-126173184
2077,-91078656,FA924000,,8170,-126648320
2079,-91095040,FA920000,,8171,-127107072
2081,-91291648,FA8F0000,,8172,-127369216
2083,-91684864,FA890000,,8173,-126173184
2085,-92274688,FA800000,,8174,-125321216
2087,-93110272,FA734000,,8175,-124387328
2089,-94044160,FA650000,,8176,-123240448
2091,-95191040,FA538000,,8177,-122011648
2093,-96567296,FA3E8000,,8178,-120717312
2095,-97910784,FA2A0000,,8179,-119324672
2097,-99205120,FA164000,,8180,-118013952
2099,-100515840,FA024000,,8181,-116768768
2101,-101777408,F9EF0000,,8182,-115621888
2103,-103153664,F9DA0000,,8183,-114540544
2105,-104726528,F9C20000,,8184,-113393664
2107,-106364928,F9A90000,,8185,-112214016
2109,-116359168,F9108000,,8186,-110903296
2111,-117932032,F8F88000,,8187,-109592576
2113,-119455744,F8E14000,,8188,-108314624
2115,-120832000,F8CC4000,,8189,-106840064
2117,-122028032,F8BA0000,,8190,-105398272
2119,-123191296,F8A84000,,8191,-103874560
2121,-124092416,F89A8000,,8192,-102301696
2123,-124829696,F88F4000,,,
2125,-125566976,F8840000,,,
