1,255371,255462.249389648,-91.2493896480009
2,254820,,
3,255178,,
4,255931,,
5,256066,,
6,255387,,
7,254830,,
8,255177,,
9,255926,,
10,256075,,
11,255400,,
12,254827,,
13,255159,,
14,255908,,
15,256067,,
16,255399,,
17,254814,,
18,255134,,
19,255895,,
20,256062,,
21,255399,,
22,254820,,
23,255135,,
24,255890,,
25,256067,,
26,255411,,
27,254820,,
28,255121,,
29,255877,,
30,256070,,
31,255426,,
32,254824,,
33,255111,,
34,255866,,
35,256069,,
36,255425,,
37,254811,,
38,255086,,
39,255844,,
40,256063,,
41,255435,,
42,254818,,
43,255081,,
44,255842,,
45,256077,,
46,255457,,
47,254828,,
48,255079,,
49,255838,,
50,256078,,
51,255465,,
52,254838,,
53,255077,,
54,255830,,
55,256084,,
56,255477,,
57,254835,,
58,255063,,
59,255817,,
60,256083,,
61,255483,,
62,254836,,
63,255051,,
64,255805,,
65,256090,,
66,255503,,
67,254843,,
68,255046,,
69,255807,,
70,256099,,
71,255516,,
72,254847,,
73,255035,,
74,255789,,
75,256096,,
76,255527,,
77,254854,,
78,255031,,
79,255782,,
80,256095,,
81,255533,,
82,254856,,
83,255017,,
84,255766,,
85,256101,,
86,255555,,
87,254868,,
88,255011,,
89,255760,,
90,256104,,
91,255559,,
92,254865,,
93,255003,,
94,255751,,
95,256103,,
96,255570,,
97,254869,,
98,254992,,
99,255742,,
100,256103,,
101,255574,,
102,254867,,
103,254984,,
104,255731,,
105,256101,,
106,255579,,
107,254863,,
108,254965,,
109,255713,,
110,256100,,
111,255594,,
112,254880,,
113,254966,,
114,255707,,
115,256108,,
116,255611,,
117,254891,,
118,254966,,
119,255704,,
120,256112,,
121,255626,,
122,254902,,
123,254962,,
124,255694,,
125,256110,,
126,255631,,
127,254894,,
128,254938,,
129,255670,,
130,256100,,
131,255637,,
132,254904,,
133,254939,,
134,255670,,
135,256112,,
136,255658,,
137,254913,,
138,254933,,
139,255665,,
140,256120,,
141,255676,,
142,254929,,
143,254939,,
144,255665,,
145,256123,,
146,255689,,
147,254941,,
148,254936,,
149,255653,,
150,256118,,
151,255692,,
152,254940,,
153,254923,,
154,255639,,
155,256119,,
156,255704,,
157,254951,,
158,254923,,
159,255629,,
160,256118,,
161,255721,,
162,254966,,
163,254920,,
164,255622,,
165,256124,,
166,255741,,
167,254982,,
168,254920,,
169,255617,,
170,256125,,
171,255741,,
172,254969,,
173,254902,,
174,255604,,
175,256121,,
176,255754,,
177,254986,,
178,254902,,
179,255589,,
180,256111,,
181,255753,,
182,254987,,
183,254891,,
184,255570,,
185,256103,,
186,255759,,
187,254988,,
188,254876,,
189,255555,,
190,256102,,
191,255769,,
192,254993,,
193,254871,,
194,255545,,
195,256102,,
196,255781,,
197,255001,,
198,254865,,
199,255533,,
200,256098,,
201,255789,,
202,255015,,
203,254869,,
204,255533,,
205,256108,,
206,255810,,
207,255037,,
208,254882,,
209,255537,,
210,256110,,
211,255823,,
212,255049,,
213,254878,,
214,255527,,
215,256111,,
216,255832,,
217,255053,,
218,254864,,
219,255501,,
220,256094,,
221,255835,,
222,255054,,
223,254855,,
224,255492,,
225,256095,,
226,255845,,
227,255064,,
228,254854,,
229,255488,,
230,256101,,
231,255858,,
232,255077,,
233,254854,,
234,255474,,
235,256088,,
236,255862,,
237,255086,,
238,254848,,
239,255461,,
240,256088,,
241,255873,,
242,255092,,
243,254843,,
244,255452,,
245,256080,,
246,255874,,
247,255098,,
248,254837,,
249,255435,,
250,256070,,
251,255876,,
252,255097,,
253,254826,,
254,255415,,
255,256059,,
256,255881,,
257,255104,,
258,254819,,
259,255400,,
260,256051,,
261,255889,,
262,255116,,
263,254815,,
264,255386,,
265,256045,,
266,255893,,
267,255116,,
268,254801,,
269,255366,,
270,256037,,
271,255902,,
272,255128,,
273,254804,,
274,255361,,
275,256026,,
