,
1491,-103350272
1493,-102875136
1495,-102350848
1497,-101859328
1499,-101400576
1501,-101056512
1503,-100827136
1505,-100532224
1507,-100368384
1509,-100319232
1511,-100188160
1513,-100237312
1515,-100368384
1517,-100597760
1519,-101072896
1521,-101400576
1523,-101974016
1525,-102760448
1527,-103399424
1529,-104054784
1531,-104644608
1533,-105250816
1535,-106037248
1537,-106938368
1539,-107839488
1541,-108691456
1543,-109461504
1545,-110280704
1547,-111149056
1549,-111919104
1551,-112656384
1553,-113377280
1555,-114130944
1557,-114819072
1559,-115343360
1561,-115851264
1563,-116342784
1565,-116883456
1567,-117358592
1569,-117702656
1571,-118013952
1573,-118292480
1575,-118489088
1577,-118587392
1579,-118554624
1581,-118571008
1583,-118538240
1585,-118341632
1587,-118079488
1589,-117702656
1591,-117276672
1593,-116867072
1595,-116277248
1597,-115654656
1599,-114999296
1601,-114229248
1603,-113573888
1605,-112902144
1607,-112148480
1609,-111493120
1611,-110772224
1613,-110166016
1615,-109559808
1617,-108855296
1619,-108298240
1621,-107642880
1623,-107020288
1625,-106512384
1627,-105840640
1629,-105201664
1631,-104677376
1633,-104284160
1635,-104022016
1637,-103612416
1639,-103120896
1641,-102711296
1643,-102219776
1645,-101761024
1647,-101433344
1649,-101122048
1651,-100892672
1653,-100630528
1655,-100417536
1657,-100368384
1659,-100253696
1661,-100319232
1663,-100564992
1665,-100794368
1667,-101203968
1669,-101777408
1671,-102367232
1673,-102989824
1675,-103612416
1677,-104382464
1679,-105218048
1681,-106070016
1683,-106954752
1685,-107773952
1687,-108576768
1689,-109412352
1691,-110149632
1693,-110952448
1695,-111706112
1697,-112427008
1699,-113213440
1701,-113868800
1703,-114425856
1705,-115015680
1707,-115507200
1709,-115965952
1711,-116391936
1713,-116883456
1715,-117374976
1717,-117637120
1719,-117833728
1721,-118046720
1723,-118194176
1725,-118276096
1727,-118259712
1729,-118128640
1731,-118013952
1733,-117768192
1735,-117424128
1737,-117014528
1739,-116523008
1741,-116047872
1743,-115441664
1745,-114786304
1747,-114130944
1749,-113344512
1751,-112672768
1753,-112017408
1755,-111312896
1757,-110608384
1759,-109969408
1761,-109461504
1763,-108920832
1765,-108249088
1767,-107659264
1769,-107085824
1771,-106446848
1773,-105906176
1775,-105316352
1777,-104792064
1779,-104333312
1781,-103792640
1783,-103301120
1785,-102858752
1787,-102350848
1789,-101924864
1791,-101433344
1793,-101040128
1795,-100777984
1797,-100401152
