Index,Data,Frequency,Real,Imaginary,Abs
518,-1816,16576,-32.1315,-10.6178,33.8403
519,-1845,16608,-31.322,-8.69751,32.5072
520,-1873,16640,-26.5106,8.88634,27.9603
521,-1887,16672,-17.2028,-0.710587,17.2174
522,-1882,16704,-26.4664,5.827,27.1003
523,-1869,16736,-18.0995,-0.502304,18.1065
524,-1854,16768,-28.3574,-6.38994,29.0684
525,-1848,16800,-20.7267,4.62299,21.236
526,-1850,16832,-20.6265,8.89429,22.4624
527,-1850,16864,-16.3689,10.0258,19.1953
528,-1839,16896,-30.1748,-4.02554,30.4421
529,-1816,16928,-27.4585,-4.7803,27.8715
530,-1790,16960,-35.8566,-4.74487,36.1691
531,-1768,16992,-24.0917,-4.53299,24.5144
532,-1756,17024,-34.2826,-1.1655,34.3024
533,-1751,17056,-24.1171,-8.37677,25.5304
534,-1744,17088,-34.6123,-6.47833,35.2134
535,-1726,17120,-35.8463,5.97351,36.3406
536,-1696,17152,-33.8123,-2.59875,33.912
537,-1658,17184,-21.0547,0.557617,21.0621
538,-1624,17216,-25.2111,2.13837,25.3016
539,-1601,17248,-23.2772,-1.33481,23.3155
540,-1586,17280,-18.8247,4.30405,19.3105
541,-1575,17312,-21.7585,-13.7267,25.7266
542,-1558,17344,-26.5801,-3.76398,26.8453
543,-1534,17376,-37.3148,-4.95834,37.6428
544,-1507,17408,-20.3909,-7.92377,21.8763
545,-1488,17440,-25.4086,-8.75839,26.8757
546,-1480,17472,-31.1499,-2.36053,31.2392
547,-1481,17504,-42.2471,-2.97446,42.3517
548,-1485,17536,-31.155,-8.17447,32.2096
549,-1481,17568,-13.769,7.4696,15.6647
550,-1470,17600,-31.2574,-5.75797,31.7834
551,-1465,17632,-36.6902,-8.05383,37.5637
552,-1474,17664,-25.2915,-4.37946,25.6679
553,-1505,17696,-26.5946,5.59387,27.1765
554,-1548,17728,-27.1316,4.00909,27.4262
555,-1586,17760,-22.0194,4.64276,22.5035
556,-1607,17792,-15.4464,-8.93707,17.8455
557,-1612,17824,-22.7994,-1.6524,22.8592
558,-1611,17856,-26.9207,1.50195,26.9625
559,-1614,17888,-25.0264,3.60168,25.2842
560,-1631,17920,-23.6855,-21.322,31.869
561,-1662,17952,-25.0441,-3.83044,25.3353
562,-1701,17984,-21.5247,1.27856,21.5626
563,-1734,18016,-17.4966,-4.32129,18.0223
564,-1758,18048,-23.3737,5.95807,24.1211
565,-1778,18080,-19.5251,4.36926,20.008
