Index,Data,Frequency,Real,Imaginary,Abs
414,-1387,13248,-2.10083,202.284,202.295
415,-1430,13280,174.109,148.998,229.16
416,-1445,13312,205.715,-23.587,207.062
417,-1437,13344,98.2283,-183.103,207.787
418,-1426,13376,-81.7987,-186.814,203.937
419,-1433,13408,-198.276,-66.0334,208.983
420,-1464,13440,-187.539,117.472,221.293
421,-1509,13472,-16.1385,210.772,211.389
422,-1552,13504,149.183,124.396,194.242
423,-1582,13536,197.369,-42.0663,201.802
424,-1598,13568,96.2517,-172.24,197.31
425,-1616,13600,-76.7247,-202.083,216.158
426,-1644,13632,-212.252,-57.4731,219.896
427,-1676,13664,-180.931,124.122,219.414
428,-1705,13696,-17.6067,214.158,214.88
429,-1726,13728,156.249,136.271,207.325
430,-1724,13760,209.962,-36.6038,213.129
431,-1701,13792,109.861,-174.399,206.117
432,-1675,13824,-75.795,-201.736,215.505
433,-1665,13856,-196.201,-62.7685,205.997
434,-1674,13888,-169.755,119.023,207.324
435,-1689,13920,-24.363,204.642,206.087
436,-1687,13952,139.314,128.826,189.748
437,-1657,13984,194.751,-30.6173,197.143
438,-1612,14016,99.7356,-178.611,204.571
439,-1569,14048,-68.323,-178.838,191.445
440,-1541,14080,-194.747,-57.384,203.026
441,-1534,14112,-177.65,111.893,209.951
442,-1536,14144,-20.5306,211.364,212.359
443,-1525,14176,147.532,142.47,205.093
444,-1495,14208,197.18,-20.2007,198.212
445,-1453,14240,114.167,-180.633,213.688
446,-1416,14272,-49.2904,-205.657,211.481
447,-1391,14304,-192.643,-78.1809,207.903
448,-1378,14336,-160.323,112.297,195.74
449,-1370,14368,-22.217,194.265,195.531
450,-1350,14400,143.07,143.339,202.522
451,-1318,14432,200.933,-20.804,202.007
452,-1284,14464,115.647,-169.317,205.043
453,-1256,14496,-58.2136,-190.84,199.521
454,-1244,14528,-193.665,-80.6547,209.789
455,-1252,14560,-181.545,116.157,215.525
456,-1270,14592,-21.3096,213.903,214.962
457,-1280,14624,145.188,149.911,208.693
458,-1271,14656,205.986,1.51004,205.992
459,-1255,14688,97.7416,-165.409,192.129
460,-1257,14720,-58.4951,-193.654,202.296
461,-1291,14752,-191.05,-80.875,207.463
462,-1348,14784,-171.009,101.237,198.728
463,-1404,14816,-26.156,202.983,204.661
464,-1441,14848,154.979,155.221,219.344
465,-1447,14880,211.116,-2.94467,211.137
466,-1433,14912,109.732,-168.279,200.895
467,-1425,14944,-47.6812,-197.183,202.866
468,-1441,14976,-187.337,-86.8348,206.483
469,-1479,15008,-169.376,104.671,199.109
470,-1526,15040,-25.4441,205.879,207.445
471,-1565,15072,146.434,162.344,218.629
472,-1590,15104,204.848,-10.6845,205.126
473,-1605,15136,122.483,-154.408,197.088
474,-1625,15168,-52.3392,-191.639,198.658
475,-1654,15200,-193.648,-74.5745,207.512
476,-1687,15232,-175.142,105.812,204.624
477,-1716,15264,-32.1622,212.611,215.03
478,-1731,15296,126.407,145.457,192.708
479,-1720,15328,201.704,-11.8991,202.054
480,-1691,15360,118.643,-166.119,204.137
481,-1669,15392,-49.7076,-189.98,196.375
482,-1665,15424,-185.115,-80.0253,201.672
483,-1680,15456,-181.075,83.4695,199.387
484,-1695,15488,-33.7371,200.588,203.405
485,-1685,15520,131.941,161.223,208.33
486,-1648,15552,211.763,-7.05982,211.881
487,-1599,15584,113.043,-153.58,190.698
488,-1556,15616,-45.27,-183.753,189.247
489,-1535,15648,-187.389,-82.8651,204.893
490,-1535,15680,-170.218,89.97,192.533
491,-1538,15712,-42.6913,193.227,197.887
492,-1521,15744,119.521,151.679,193.111
493,-1483,15776,196.888,-14.039,197.388
494,-1441,15808,118.965,-155.051,195.431
495,-1407,15840,-41.5023,-188.094,192.618
496,-1386,15872,-175.507,-91.3496,197.857
497,-1378,15904,-177.701,80.9607,195.275
498,-1367,15936,-31.4556,201.516,203.957
499,-1344,15968,129.149,152.05,199.495
500,-1311,16000,200,-0.320768,200
501,-1276,16032,127.552,-152.922,199.135
502,-1250,16064,-33.2615,-199.725,202.475
503,-1243,16096,-178.117,-82.6816,196.371
504,-1256,16128,-174.994,90.9308,197.209
505,-1275,16160,-41.7849,189.228,193.786
506,-1280,16192,119.43,156.323,196.724
507,-1269,16224,194.9,13.2611,195.351
508,-1256,16256,122.181,-150.566,193.903
509,-1265,16288,-42.2737,-193.561,198.124
510,-1307,16320,-170.12,-90.0341,192.476
511,-1366,16352,-187.498,82.5448,204.864
512,-1419,16384,-45.5325,183.465,189.031
513,-1447,16416,113.265,152.214,189.731
514,-1445,16448,211.234,6.56698,211.336
515,-1430,16480,132.257,-161.106,208.439
516,-1429,16512,-35.5963,-200.604,203.738
517,-1453,16544,-182.769,-84.091,201.186
518,-1495,16576,-185.534,79.3104,201.775
519,-1539,16608,-49.2278,189.343,195.638
520,-1572,16640,117.353,166.271,203.513
521,-1594,16672,202.698,12.2993,203.07
522,-1611,16704,127.607,-146.586,194.347
523,-1634,16736,-31.809,-212.264,214.634
524,-1665,16768,-174.154,-106.126,203.942
525,-1698,16800,-193.602,74.5956,207.476
526,-1723,16832,-51.6479,192.048,198.871
527,-1729,16864,122.88,154.886,197.71
528,-1710,16896,203.573,11.286,203.885
529,-1683,16928,147.307,-163.42,220.012
530,-1666,16960,-25.835,-206.635,208.244
531,-1669,16992,-168.594,-104.708,198.463
532,-1687,17024,-185.503,85.8423,204.403
533,-1695,17056,-48.8425,197.655,203.6
534,-1675,17088,109.617,167.058,199.81
535,-1631,17120,211.736,5.11386,211.798
536,-1582,17152,154.519,-156.838,220.168
537,-1547,17184,-27.7037,-202.13,204.019
538,-1535,17216,-171.394,-101.232,199.057
539,-1536,17248,-190.518,79.6588,206.501
540,-1534,17280,-58.4727,194.029,202.648
541,-1510,17312,98.8762,163.617,191.173
542,-1469,17344,206.949,-2.88815,206.969
543,-1429,17376,144.69,-149.566,208.099
544,-1398,17408,-21.5585,-214.482,215.563
545,-1381,17440,-180.888,-115.442,214.586
546,-1374,17472,-194.773,80.6777,210.821
547,-1361,17504,-58.8741,190.41,199.304
548,-1333,17536,116.669,168.965,205.331
549,-1297,17568,201.699,20.1008,202.698
550,-1265,17600,143.488,-143.766,203.119
551,-1244,17632,-20.3429,-194.132,195.195
552,-1243,17664,-160.502,-111.828,195.618
553,-1259,17696,-194.137,77.0561,208.87
554,-1276,17728,-59.1086,199.38,207.958
555,-1277,17760,112.281,181.701,213.594
556,-1260,17792,196.727,19.6208,197.703
557,-1250,17824,145.475,-137.882,200.436
558,-1271,17856,-24.5686,-200.035,201.538
559,-1322,17888,-176.288,-112.205,208.968
560,-1381,17920,-195.282,57.4382,203.554
561,-1427,17952,-68.5551,180.864,193.42
562,-1446,17984,99.0338,179.536,205.038
563,-1438,18016,194.494,30.3419,196.847
564,-1424,18048,138.441,-130.388,190.176
565,-1429,18080,-23.1776,-204.234,205.545
566,-1461,18112,-171.066,-117.728,207.662
567,-1507,18144,-196.587,63.8665,206.701
568,-1550,18176,-76.6915,201.043,215.174
569,-1580,18208,109.162,175.385,206.582
570,-1597,18240,209.924,35.0245,212.826
571,-1613,18272,156.252,-143.071,211.858
572,-1640,18304,-17.1061,-213.766,214.45
573,-1673,18336,-180.513,-124.47,219.267
574,-1705,18368,-215.916,57.6097,223.47
575,-1729,18400,-78.1542,202.974,217.501
576,-1727,18432,102.555,167.317,196.245
577,-1701,18464,196.929,41.8865,201.334
578,-1672,18496,150.313,-124.565,195.219
579,-1662,18528,-16.5483,-210.418,211.067
580,-1672,18560,-187.762,-117.06,221.264
581,-1692,18592,-199.213,68.187,210.56
582,-1695,18624,-81.59,186.686,203.737
583,-1668,18656,98.6268,183.355,208.198
