s:9s:10s:11s:12s:13s:14s:15s:16s:17s:18s:19s:20s:21s:22s:23s:24s:25s:26s:27s:28s:29s:30s:31s:32s:33s:34s:35s:36s:37s:38s:39s:40s:41s:42s:43s:44s:45s:46s:47Input finished
1,-1695
3,-1695
5,-1694
7,-1695
9,-1695
11,-1694
13,-1693
15,-1692
17,-1691
19,-1689
21,-1688
23,-1688
25,-1689
27,-1688
29,-1688
31,-1687
33,-1684
35,-1683
37,-1680
39,-1679
41,-1677
43,-1674
45,-1673
47,-1671
49,-1671
51,-1671
53,-1670
55,-1669
57,-1668
59,-1664
61,-1660
63,-1658
65,-1654
67,-1650
69,-1647
71,-1647
73,-1646
75,-1645
77,-1644
79,-1644
81,-1641
83,-1638
85,-1635
87,-1632
89,-1629
91,-1627
93,-1625
95,-1625
97,-1624
99,-1621
101,-1620
103,-1619
105,-1617
107,-1616
109,-1615
111,-1614
113,-1612
115,-1611
117,-1610
119,-1610
121,-1612
123,-1614
125,-1617
127,-1618
129,-1618
131,-1618
133,-1618
135,-1619
137,-1621
139,-1624
141,-1627
143,-1629
145,-1631
147,-1634
149,-1635
151,-1637
153,-1640
155,-1642
157,-1645
159,-1648
161,-1651
163,-1653
165,-1655
167,-1657
169,-1660
171,-1663
173,-1665
175,-1668
177,-1671
179,-1673
181,-1673
183,-1674
185,-1676
187,-1677
189,-1679
191,-1682
193,-1685
195,-1686
197,-1687
199,-1689
201,-1689
203,-1690
205,-1690
207,-1691
209,-1692
211,-1691
213,-1691
215,-1693
217,-1694
219,-1694
221,-1695
223,-1695
225,-1693
227,-1691
229,-1689
231,-1688
233,-1686
235,-1684
237,-1684
239,-1683
241,-1683
243,-1685
245,-1685
247,-1684
249,-1682
251,-1680
253,-1678
255,-1677
257,-1675
259,-1676
261,-1676
263,-1677
265,-1678
267,-1678
269,-1679
271,-1678
273,-1678
275,-1679
277,-1676
279,-1674
281,-1673
283,-1673
285,-1673
287,-1675
289,-1677
291,-1677
293,-1676
295,-1677
297,-1676
299,-1675
301,-1675
303,-1675
305,-1676
307,-1676
309,-1677
311,-1678
313,-1678
315,-1678
317,-1679
319,-1679
321,-1678
323,-1678
325,-1678
327,-1677
329,-1676
331,-1677
333,-1677
335,-1677
337,-1675
339,-1674
341,-1673
343,-1673
345,-1672
347,-1671
349,-1670
351,-1668
353,-1667
355,-1666
357,-1664
359,-1664
361,-1663
363,-1661
365,-1660
367,-1658
369,-1655
371,-1653
373,-1652
375,-1651
377,-1651
379,-1649
381,-1648
383,-1646
385,-1643
387,-1642
389,-1640
391,-1638
393,-1636
395,-1632
397,-1630
399,-1628
401,-1629
403,-1631
405,-1703
407,-1704
409,-1704
411,-1705
413,-1706
415,-1705
417,-1705
419,-1705
421,-1705
423,-1705
425,-1703
427,-1702
429,-1701
431,-1699
433,-1698
435,-1697
437,-1697
439,-1697
441,-1697
443,-1696
445,-1694
447,-1692
449,-1691
451,-1688
453,-1686
455,-1685
457,-1683
459,-1681
461,-1681
463,-1680
465,-1679
467,-1679
469,-1678
471,-1676
473,-1674
475,-1672
477,-1670
479,-1667
481,-1667
483,-1664
485,-1662
487,-1661
489,-1659
491,-1659
493,-1658
495,-1655
497,-1654
499,-1652
501,-1650
503,-1649
505,-1649
507,-1647
509,-1647
511,-1647
513,-1646
515,-1645
517,-1644
519,-1643
521,-1641
523,-1640
525,-1640
527,-1639
529,-1639
531,-1640
533,-1639
535,-1638
537,-1639
539,-1638
541,-1636
543,-1635
545,-1636
547,-1637
549,-1638
551,-1639
553,-1639
555,-1640
557,-1641
559,-1641
561,-1642
563,-1644
565,-1644
567,-1644
569,-1646
571,-1647
573,-1649
575,-1650
577,-1652
579,-1654
581,-1655
583,-1654
585,-1655
587,-1656
589,-1656
591,-1658
593,-1659
595,-1661
597,-1663
599,-1664
601,-1664
603,-1664
605,-1664
607,-1665
609,-1665
611,-1665
613,-1666
615,-1666
617,-1667
619,-1669
621,-1670
623,-1670
625,-1670
627,-1671
629,-1671
631,-1671
633,-1672
635,-1672
637,-1672
639,-1675
641,-1676
643,-1677
645,-1679
647,-1680
649,-1682
651,-1682
653,-1683
655,-1685
657,-1684
659,-1685
661,-1687
663,-1688
665,-1688
667,-1689
669,-1690
671,-1690
673,-1691
675,-1691
677,-1692
679,-1692
681,-1694
683,-1695
685,-1695
687,-1697
689,-1698
691,-1698
693,-1699
695,-1699
697,-1699
699,-1700
701,-1700
703,-1700
705,-1701
707,-1701
709,-1702
711,-1702
713,-1702
715,-1701
717,-1701
719,-1700
721,-1698
723,-1697
725,-1695
727,-1694
729,-1693
731,-1692
733,-1691
735,-1690
737,-1689
739,-1687
741,-1685
743,-1684
745,-1683
747,-1682
749,-1682
751,-1681
753,-1679
755,-1678
757,-1676
759,-1675
761,-1674
763,-1672
765,-1671
767,-1669
769,-1668
771,-1666
773,-1664
775,-1661
777,-1658
779,-1656
781,-1656
783,-1655
785,-1654
787,-1652
789,-1651
791,-1650
793,-1647
795,-1646
797,-1645
799,-1643
801,-1641
803,-1639
805,-1637
807,-1635
809,-1634
811,-1634
813,-1633
815,-1631
817,-1631
819,-1630
821,-1628
823,-1627
825,-1627
827,-1626
829,-1625
831,-1623
833,-1621
835,-1621
837,-1622
839,-1622
841,-1623
843,-1624
845,-1624
847,-1624
849,-1624
851,-1625
853,-1626
855,-1627
857,-1629
859,-1630
861,-1631
863,-1634
865,-1636
867,-1638
869,-1640
871,-1642
873,-1644
875,-1646
877,-1647
879,-1648
881,-1651
883,-1653
885,-1656
887,-1659
889,-1661
891,-1663
893,-1664
895,-1665
897,-1666
899,-1667
901,-1668
903,-1669
905,-1670
