00, -112263168
 4035, -1100365824,BE69C000, -106496000
 4037, 2119122944,7E4F4000, -113442816
 4039, 1047330816,3E6D0000, -105644032
 4041, -1102069760,BE4FC000, -113311744
 4043, -1100316672,BE6A8000, -106299392
 4045, -28000256,FE54C000, -112001024
 4047, 1046757376,3E644000, -107937792
 4049, -1101217792,BE5CC000, -109903872
 4051, -1101299712,BE5B8000, -110231552
 4053, -1100627968,BE65C000, -107544576
 4055, 2119434240,7E540000, -112197632
 4057, 2120974336,7E6B8000, -106037248
 4059, 1045463040,3E508000, -113115136
 4061, -1100087296,BE6E0000, -105381888
 4063, 2119237632,7E510000, -112984064
 4065, 1047150592,3E6A4000, -106364928
 4067, -1101676544,BE55C000, -111738880
 4069, -1100791808,BE634000, -108199936
 4071, -1101070336,BE5F0000, -109314048
 4073, 1046151168,3E5B0000, -110362624
 4075, 1046937600,3E670000, -107216896
 4077, -28049408,FE540000, -112197632
 4079, 2121072640,7E6D0000, -105644032
 4081, -1102069760,BE4FC000, -113311744
 4083, -26411008,FE6D0000, -105644032
 4085, -1102004224,BE50C000, -113049600
 4087, -1100414976,BE690000, -106692608
 4089, 2119630848,7E570000, -111411200
 4091, -27148288,FE61C000, -108593152
 4093, -27312128,FE5F4000, -109248512
 4095, 2119745536,7E58C000, -110952448
 4097, 1046937600,3E670000, -107216896
 4099, 2119303168,7E520000, -112721920
 4101, 2121039872,7E6C8000, -105775104
 4103, -28360704,FE4F4000, -113442816
 4105, 1047298048,3E6C8000, -105775104
 4107, -1102004224,BE50C000, -113049600
 4109, -1100513280,BE678000, -107085824
 4111, 1045938176,3E57C000, -111214592
 4113, 2119254016,7E514000, -112918528
 4115, 1047232512,3E6B8000, -106037248
 4117, 1045331968,3E4E8000, -113639424
 4119, -26525696,FE6B4000, -106102784
 4121, -1101922304,BE520000, -112721920
 4123, 2120679424,7E670000, -107216896
 4125, -27738112,FE58C000, -110952448
 4127, 1046413312,3E5F0000, -109314048
 4129, 2120269824,7E60C000, -108855296
 4131, 1045839872,3E564000, -111607808
 4133, 2120744960,7E680000, -106954752
 4135, -1102020608,BE508000, -113115136
 4137, 1047281664,3E6C4000, -105840640
 4139, -1102135296,BE4EC000, -113573888
 4141, -1100333056,BE6A4000, -106364928
 4143, -28229632,FE514000, -112918528
 4145, 2120548352,7E650000, -107741184
 4147, 2119794688,7E598000, -110755840
 4149, -27475968,FE5CC000, -109903872
 4151, -27181056,FE614000, -108724224
 4153, 2119467008,7E548000, -112066560
 4155, -26738688,FE680000, -106954752
 4157, 2119155712,7E4FC000, -113311744
 4159, 1047298048,3E6C8000, -105775104
 4161, -28377088,FE4F0000, -113508352
 4163, -1100349440,BE6A0000, -106430464
 4165, -1101856768,BE530000, -112459776
 4167, -1100726272,BE644000, -107937792
 4169, 1046118400,3E5A8000, -110493696
 4171, -27557888,FE5B8000, -110231552
 4173, 2120417280,7E630000, -108265472
 4175, -28033024,FE544000, -112132096
 4177, -1100365824,BE69C000, -106496000
 4179, 1045430272,3E500000, -113246208
 4181, -1100201984,BE6C4000, -105840640
 4183, 1045331968,3E4E8000, -113639424
 4185, 2120777728,7E688000, -106823680
 4187, 2119368704,7E530000, -112459776
 4189, 1046609920,3E620000, -108527616
 4191, 1046134784,3E5AC000, -110428160
 4193, -27688960,FE598000, -110755840
 4195, 2120417280,7E630000, -108265472
 4197, 2119319552,7E524000, -112656384
 4199, 2120859648,7E69C000, -106496000
 4201, 1045364736,3E4F0000, -113508352
 4203, 2120974336,7E6B8000, -106037248
 4205, 1045348352,3E4EC000, -113573888
 4207, -26755072,FE67C000, -107020288
 4209, 2119483392,7E54C000, -112001024
 4211, 2120384512,7E628000, -108396544
 4213, 1046347776,3E5E0000, -109576192
 4215, 1046102016,3E5A4000, -110559232
 4217, 2120597504,7E65C000, -107544576
 4219, -28114944,FE530000, -112459776
 4221, -26492928,FE6BC000, -105971712
 4223, -1102036992,BE504000, -113180672
 4225, -26443776,FE6C8000, -105775104
 4227, 1045446656,3E504000, -113180672
 4229, 1046986752,3E67C000, -107020288
 4231, 1045807104,3E55C000, -111738880
 4233, -27230208,FE608000, -108920832
 4235, -27410432,FE5DC000, -109641728
 4237, -1101545472,BE57C000, -111214592
 4239, -1100611584,BE660000, -107479040
 4241, 1045544960,3E51C000, -112787456
 4243, -1100267520,BE6B4000, -106102784
 4245, 2119106560,7E4F0000, -113508352
 4247, -26525696,FE6B4000, -106102784
 4249, 1045446656,3E504000, -113180672
 4251, -1100546048,BE670000, -107216896
 4253, 2119663616,7E578000, -111280128
 4255, 1046478848,3E600000, -109051904
 4257, 1046446080,3E5F8000, -109182976
 4259, -27869184,FE56C000, -111476736
 4261, -26787840,FE674000, -107151360
 4263, 1045561344,3E520000, -112721920
 4265, -1100201984,BE6C4000, -105840640
 4267, -28393472,FE4EC000, -113573888
 4269, 1047232512,3E6B8000, -106037248
 4271, -28196864,FE51C000, -112787456
 4273, 1046921216,3E66C000, -107282432
 4275, 1045987328,3E588000, -111017984
 4277, 1046380544,3E5E8000, -109445120
 4279, -27197440,FE610000, -108789760
 4281, -27885568,FE568000, -111542272
 4283, -1100480512,BE680000, -106954752
 4285, -1102053376,BE500000, -113246208
 4287, -1100267520,BE6B4000, -106102784
 4289, -1102184448,BE4E0000, -113770496
 4291, 2120876032,7E6A0000, -106430464
 4293, 1045544960,3E51C000, -112787456
 4295, 1046839296,3E658000, -107610112
 4297, -1101430784,BE598000, -110755840
 4299, -27492352,FE5C8000, -109969408
 4301, -27164672,FE618000, -108658688
 4303, 1045790720,3E558000, -111804416
 4305, 1047101440,3E698000, -106561536
 4307, 1045479424,3E50C000, -113049600
 4309, 2121056256,7E6CC000, -105709568
 4311, 1045397504,3E4F8000, -113377280
 4313, -26574848,FE6A8000, -106299392
 4315, 2119401472,7E538000, -112328704
 4317, -27000832,FE640000, -108003328
 4319, -27656192,FE5A0000, -110624768
 4321, 1046167552,3E5B4000, -110297088
 4323, 1046642688,3E628000, -108396544
 4325, 2119417856,7E53C000, -112263168
 4327, 2120810496,7E690000, -106692608
 4329, 1045348352,3E4EC000, -113573888
 4331, -1100283904,BE6B0000, -106168320
 4333, 2119041024,7E4E0000, -113770496
 4335, -26705920,FE688000, -106823680
 4337, -1101824000,BE538000, -112328704
 4339, 2120400896,7E62C000, -108331008
 4341, -27574272,FE5B4000, -110297088
 4343, -1101398016,BE5A0000, -110624768
 4345, 1046757376,3E644000, -107937792
 4347, 2119434240,7E540000, -112197632
 4349, 2120925184,7E6AC000, -106233856
 4351, -1102118912,BE4F0000, -113508352
 4353, 2120990720,7E6BC000, -105971712
 4355, -28360704,FE4F4000, -113442816
 4357, 1047019520,3E684000, -106889216
 4359, -28033024,FE544000, -112132096
 4361, -27148288,FE61C000, -108593152
 4363, -1101168640,BE5D8000, -109707264
 4365, 1046085632,3E5A0000, -110624768
 4367, -1100627968,BE65C000, -107544576
 4369, 1045626880,3E530000, -112459776
 4371, 1047199744,3E6B0000, -106168320
 4373, -1102118912,BE4F0000, -113508352
 4375, 1047265280,3E6C0000, -105906176
 4377, -28327936,FE4FC000, -113311744
 4379, -26787840,FE674000, -107151360
 4381, 1045774336,3E554000, -111869952
 4383, 1046495232,3E604000, -108986368
 4385, -27361280,FE5E8000, -109445120
 4387, -1101479936,BE58C000, -110952448
 4389, -1100546048,BE670000, -107216896
 4391, 2119319552,7E524000, -112656384
 4393, 2120957952,7E6B4000, -106102784
 4395, -1102151680,BE4E8000, -113639424
 4397, -26525696,FE6B4000, -106102784
 4399, -28278784,FE508000, -113115136
 4401, -26804224,FE670000, -107216896
 4403, 2119680000,7E57C000, -111214592
 4405, 1046511616,3E608000, -108920832
 4407, 1046511616,3E608000, -108920832
 4409, -27836416,FE574000, -111345664
 4411, 2120695808,7E674000, -107151360
 4413, -28229632,FE514000, -112918528
 4415, -26509312,FE6B8000, -106037248
 4417, -1102151680,BE4E8000, -113639424
 4419, -26558464,FE6AC000, -106233856
 4421, 2119237632,7E510000, -112984064
 4423, -1100627968,BE65C000, -107544576
 4425, 2119729152,7E588000, -111017984
 4427, 1046396928,3E5EC000, -109379584
 4429, 2120269824,7E60C000, -108855296
 4431, -1101660160,BE560000, -111673344
 4433, -1100464128,BE684000, -106889216
 4435, 2119188480,7E504000, -113180672
 4437, 1047232512,3E6B8000, -106037248
 4439, 1045331968,3E4E8000, -113639424
 4441, 2120925184,7E6AC000, -106233856
 4443, 2119352320,7E52C000, -112525312
 4445, 1046855680,3E65C000, -107544576
 4447, -27639808,FE5A4000, -110559232
 4449, 1046347776,3E5E0000, -109576192
 4451, 1046642688,3E628000, -108396544
 4453, -27951104,FE558000, -111804416
 4455, 1047101440,3E698000, -106561536
 4457, -28311552,FE500000, -113246208
 4459, -26476544,FE6C0000, -105906176
 4461, 2119122944,7E4F4000, -113442816
 4463, -1100333056,BE6A4000, -106364928
 4465, 1045659648,3E538000, -112328704
 4467, 2120515584,7E648000, -107872256
 4469, -1101348864,BE5AC000, -110428160
 4471, -1101283328,BE5BC000, -110166016
 4473, 1046708224,3E638000, -108134400
 4475, 1045741568,3E54C000, -112001024
 4477, -26607616,FE6A0000, -106430464
 4479, 1045430272,3E500000, -113246208
 4481, -26476544,FE6C0000, -105906176
 4483, -28377088,FE4F0000, -113508352
 4485, 2120843264,7E698000, -106561536
 4487, -1101774848,BE544000, -112132096
 4489, -1100808192,BE630000, -108265472
 4491, 1046216704,3E5C0000, -110100480
 4493, 2119876608,7E5AC000, -110428160
 4495, -26968064,FE648000, -107872256
 4497, -1101807616,BE53C000, -112263168
 4499, -26574848,FE6A8000, -106299392
 4501, -1102086144,BE4F8000, -113377280
 4503, -26443776,FE6C8000, -105775104
 4505, 2119188480,7E504000, -113180672
 4507, -26689536,FE68C000, -106758144
 4509, -27983872,FE550000, -111935488
 4511, -27148288,FE61C000, -108593152
 4513, -1101201408,BE5D0000, -109838336
 4515, 1046036480,3E594000, -110821376
 4517, 2120531968,7E64C000, -107806720
 4519, -1101922304,BE520000, -112721920
 4521, -26574848,FE6A8000, -106299392
 4523, -28393472,FE4EC000, -113573888
 4525, -1100218368,BE6C0000, -105906176
 4527, -1102036992,BE504000, -113180672
 4529, -1100513280,BE678000, -107085824
 4531, -1101676544,BE55C000, -111738880
 4533, -27230208,FE608000, -108920832
 4535, -27394048,FE5E0000, -109576192
 4537, -1101561856,BE578000, -111280128
 4539, 1046839296,3E658000, -107610112
 4541, -1101987840,BE510000, -112984064
 4543, 1047199744,3E6B0000, -106168320
 4545, -28393472,FE4EC000, -113573888
 4547, -1100234752,BE6BC000, -105971712
 4549, -1101987840,BE510000, -112984064
 4551, 1046921216,3E66C000, -107282432
 4553, -1101643776,BE564000, -111607808
 4555, -27361280,FE5E8000, -109445120
 4557, -27361280,FE5E8000, -109445120
 4559, 1045839872,3E564000, -111607808
 4561, 2120663040,7E66C000, -107282432
 4563, -1102004224,BE50C000, -113049600
 4565, 2120957952,7E6B4000, -106102784
 4567, 2119057408,7E4E4000, -113704960
 4569, -26558464,FE6AC000, -106233856
 4571, 1045512192,3E514000, -112918528
 4573, 2120581120,7E658000, -107610112
 4575, 1045921792,3E578000, -111280128
 4577, 1046265856,3E5CC000, -109903872
 4579, 2120187904,7E5F8000, -109182976
 4581, 1045774336,3E554000, -111869952
 4583, -26804224,FE670000, -107216896
 4585, 2119155712,7E4FC000, -113311744
 4587, -1100251136,BE6B8000, -106037248
 4589, -28426240,FE4E4000, -113704960
 4591, 1047134208,3E6A0000, -106430464
 4593, -1101955072,BE518000, -112852992
 4595, -26984448,FE644000, -107937792
 4597, -27738112,FE58C000, -110952448
 4599, -27525120,FE5C0000, -110100480
 4601, 2120286208,7E610000, -108789760
 4603, -1101791232,BE540000, -112197632
 4605, -26755072,FE67C000, -107020288
 4607, -28360704,FE4F4000, -113442816
 4609, 1047248896,3E6BC000, -105971712
 4611, 1045331968,3E4E8000, -113639424
 4613, -1100398592,BE694000, -106627072
 4615, -28147712,FE528000, -112590848
 4617, -27033600,FE638000, -108134400
 4619, 2119860224,7E5A8000, -110493696
 4621, 2119925760,7E5B8000, -110231552
 4623, -1100824576,BE62C000, -108331008
 4625, 1045676032,3E53C000, -112263168
 4627, 2120843264,7E698000, -106561536
 4629, -1102053376,BE500000, -113246208
 4631, 1047298048,3E6C8000, -105775104
 4633, -1102135296,BE4EC000, -113573888
 4635, 1047035904,3E688000, -106823680
 4637, -28098560,FE534000, -112394240
 4639, 2120400896,7E62C000, -108331008
 4641, -27541504,FE5BC000, -110166016
 4643, -27656192,FE5A0000, -110624768
 4645, 2120482816,7E640000, -108003328
 4647, 2119368704,7E530000, -112459776
 4649, -1100382208,BE698000, -106561536
 4651, -28442624,FE4E0000, -113770496
 4653, 1047183360,3E6AC000, -106233856
 4655, -1102151680,BE4E8000, -113639424
 4657, 2120744960,7E680000, -106954752
 4659, 2119467008,7E548000, -112066560
 4661, -1100906496,BE618000, -108658688
 4663, -1101185024,BE5D4000, -109772800
 4665, -1101447168,BE594000, -110821376
 4667, 2120531968,7E64C000, -107806720
 4669, -1101938688,BE51C000, -112787456
 4671, -1100316672,BE6A8000, -106299392
 4673, -28409856,FE4E8000, -113639424
 4675, -26574848,FE6A8000, -106299392
 4677, 2119090176,7E4EC000, -113573888
 4679, -1100562432,BE66C000, -107282432
 4681, 1045823488,3E560000, -111673344
 4683, 2120286208,7E610000, -108789760
 4685, -1101103104,BE5E8000, -109445120
 4687, -27803648,FE57C000, -111214592
 4689, 2120613888,7E660000, -107479040
 4691, 2119254016,7E514000, -112918528
 4693, 1047199744,3E6B0000, -106168320
 4695, 2119073792,7E4E8000, -113639424
 4697, 1047199744,3E6B0000, -106168320
 4699, -1102053376,BE500000, -113246208
 4701, 2120646656,7E668000, -107347968
 4703, -1101578240,BE574000, -111345664
 4705, -1101053952,BE5F4000, -109248512
 4707, -27295744,FE5F8000, -109182976
 4709, -1101578240,BE574000, -111345664
 4711, -1100496896,BE67C000, -107020288
 4713, -1101971456,BE514000, -112918528
 4715, 2120957952,7E6B4000, -106102784
 4717, 2119041024,7E4E0000, -113770496
 4719, 1047199744,3E6B0000, -106168320
 4721, 1045577728,3E524000, -112656384
 4723, 2120646656,7E668000, -107347968
 4725, 1046003712,3E58C000, -110952448
 4727, -27394048,FE5E0000, -109576192
 4729, 2120253440,7E608000, -108920832
 4731, 1045823488,3E560000, -111673344
 4733, 1047019520,3E684000, -106889216
 4735, 2119172096,7E500000, -113246208
 4737, 2120957952,7E6B4000, -106102784
 4739, 1045348352,3E4EC000, -113573888
 4741, 2120941568,7E6B0000, -106168320
 4743, -1101856768,BE530000, -112459776
 4745, 1046855680,3E65C000, -107544576
 4747, 1046102016,3E5A4000, -110559232
 4749, -1101185024,BE5D4000, -109772800
 4751, -27082752,FE62C000, -108331008
 4753, -27901952,FE564000, -111607808
 4755, 1047117824,3E69C000, -106496000
 4757, -1102053376,BE500000, -113246208
 4759, 1047265280,3E6C0000, -105906176
 4761, -1102118912,BE4F0000, -113508352
 4763, 2120908800,7E6A8000, -106299392
 4765, -1101791232,BE540000, -112197632
 4767, 2120548352,7E650000, -107741184
 4769, -27574272,FE5B4000, -110297088
 4771, -1101299712,BE5B8000, -110231552
 4773, -27049984,FE634000, -108199936
 4775, -1101758464,BE548000, -112066560
 4777, -26624000,FE69C000, -106496000
 4779, 2119139328,7E4F8000, -113377280
 4781, 2121007104,7E6C0000, -105906176
 4783, 2119139328,7E4F8000, -113377280
 4785, 1047134208,3E6A0000, -106430464
 4787, 1045741568,3E54C000, -112001024
 4789, 1046675456,3E630000, -108265472
 4791, 1046200320,3E5BC000, -110166016
 4793, -27656192,FE5A0000, -110624768
 4795, -26984448,FE644000, -107937792
 4797, 1045643264,3E534000, -112394240
 4799, -1100349440,BE6A0000, -106430464
 4801, 2119139328,7E4F8000, -113377280
 4803, 2121056256,7E6CC000, -105709568
 4805, -28262400,FE50C000, -113049600
 4807, -1100365824,BE69C000, -106496000
 4809, -1101660160,BE560000, -111673344
 4811, 1046642688,3E628000, -108396544
 4813, 2120073216,7E5DC000, -109641728
 4815, 1046036480,3E594000, -110821376
 4817, 1046822912,3E654000, -107675648
 4819, 2119303168,7E520000, -112721920
 4821, -26607616,FE6A0000, -106430464
 4823, -1102151680,BE4E8000, -113639424
 4825, 1047248896,3E6BC000, -105971712
 4827, 1045463040,3E508000, -113115136
 4829, 2120761344,7E684000, -106889216
 4831, -27869184,FE56C000, -111476736
 4833, -27197440,FE610000, -108789760
 4835, 1046396928,3E5EC000, -109379584
 4837, -27820032,FE578000, -111280128
 4839, 2120613888,7E660000, -107479040
 4841, 2119286784,7E51C000, -112787456
 4843, 2120974336,7E6B8000, -106037248
 4845, -28360704,FE4F4000, -113442816
 4847, 1047265280,3E6C0000, -105906176
 4849, 1045528576,3E518000, -112852992
 4851, 1046986752,3E67C000, -107020288
 4853, 1045954560,3E580000, -111149056
 4855, -1101037568,BE5F8000, -109182976
 4857, 2120187904,7E5F8000, -109182976
 4859, -27869184,FE56C000, -111476736
 4861, 1046953984,3E674000, -107151360
 4863, 2119204864,7E508000, -113115136
 4865, -26558464,FE6AC000, -106233856
 4867, -28442624,FE4E0000, -113770496
 4869, -1100300288,BE6AC000, -106233856
 4871, -28213248,FE518000, -112852992
 4873, -1100627968,BE65C000, -107544576
 4875, -27803648,FE57C000, -111214592
 4877, -27443200,FE5D4000, -109772800
 4879, -1100988416,BE604000, -108986368
 4881, -1101692928,BE558000, -111804416
 4883, -26771456,FE678000, -107085824
 4885, -28327936,FE4FC000, -113311744
 4887, 2120974336,7E6B8000, -106037248
 4889, 1045364736,3E4F0000, -113508352
 4891, -1100283904,BE6B0000, -106168320
 4893, -1101873152,BE52C000, -112525312
 4895, 1046839296,3E658000, -107610112
 4897, -27688960,FE598000, -110755840
 4899, -1101234176,BE5C8000, -109969408
 4901, -27131904,FE620000, -108527616
 4903, -1101742080,BE54C000, -112001024
 4905, 1047035904,3E688000, -106823680
 4907, 1045413888,3E4FC000, -113311744
 4909, -26460160,FE6C4000, -105840640
 4911, 1045397504,3E4F8000, -113377280
 4913, -26607616,FE6A0000, -106430464
 4915, -1101856768,BE530000, -112459776
 4917, 1046708224,3E638000, -108134400
 4919, -27672576,FE59C000, -110690304
 4921, -27639808,FE5A4000, -110559232
 4923, 2120368128,7E624000, -108462080
 4925, -1101840384,BE534000, -112394240
 4927, 1047101440,3E698000, -106561536
 4929, -28344320,FE4F8000, -113377280
 4931, -26476544,FE6C0000, -105906176
 4933, -1102102528,BE4F4000, -113442816
 4935, -1100382208,BE698000, -106561536
 4937, 1045741568,3E54C000, -112001024
 4939, 2120417280,7E630000, -108265472
 4941, 2119942144,7E5BC000, -110166016
 4943, 1046069248,3E59C000, -110690304
 4945, -27033600,FE638000, -108134400
 4947, -1101873152,BE52C000, -112525312
 4949, 2120892416,7E6A4000, -106364928
 4951, 1045381120,3E4F4000, -113442816
 4953, -26492928,FE6BC000, -105971712
 4955, -28360704,FE4F4000, -113442816
 4957, -26738688,FE680000, -106954752
 4959, -1101758464,BE548000, -112066560
 4961, 1046544384,3E610000, -108789760
 4963, -1101234176,BE5C8000, -109969408
 4965, -1101529088,BE580000, -111149056
 4967, 1046773760,3E648000, -107872256
 4969, -28213248,FE518000, -112852992
 4971, 2120892416,7E6A4000, -106364928
 4973, 1045315584,3E4E4000, -113704960
 4975, 2120908800,7E6A8000, -106299392
 4977, 2119122944,7E4F4000, -113442816
 4979, -26804224,FE670000, -107216896
 4981, 2119516160,7E554000, -111869952
 4983, -27344896,FE5EC000, -109379584
 4985, -27475968,FE5CC000, -109903872
 4987, -27885568,FE568000, -111542272
 4989, -26918912,FE654000, -107675648
 4991, -1101987840,BE510000, -112984064
